Module	Section	Sample Name	Source
Bakta	all_sections	URI117H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI117H/URI117H.txt
Bakta	all_sections	URI47H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI47H/URI47H.txt
Bakta	all_sections	B500PP	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/B500PP/B500PP.txt
Bakta	all_sections	URI86H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI86H/URI86H.txt
Bakta	all_sections	ESI36H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/ESI36H/ESI36H.txt
Bakta	all_sections	URI36H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI36H/URI36H.txt
Bakta	all_sections	UNY208P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY208P/UNY208P.txt
Bakta	all_sections	GCA_030439605.1_ASM3043960v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_030439605.1_ASM3043960v1_genomic/GCA_030439605.1_ASM3043960v1_genomic.txt
Bakta	all_sections	ESI26H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/ESI26H/ESI26H.txt
Bakta	all_sections	UCT31H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT31H/UCT31H.txt
Bakta	all_sections	GCA_032595755.1_ASM3259575v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_032595755.1_ASM3259575v1_genomic/GCA_032595755.1_ASM3259575v1_genomic.txt
Bakta	all_sections	ESI403H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/ESI403H/ESI403H.txt
Bakta	all_sections	URI56H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI56H/URI56H.txt
Bakta	all_sections	GCF_000008685.2_ASM868v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000008685.2_ASM868v2_genomic/GCF_000008685.2_ASM868v2_genomic.txt
Bakta	all_sections	GCF_002442595.2_ASM244259v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_002442595.2_ASM244259v2_genomic/GCF_002442595.2_ASM244259v2_genomic.txt
Bakta	all_sections	UCT95H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT95H/UCT95H.txt
Bakta	all_sections	GCA_032595515.1_ASM3259551v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_032595515.1_ASM3259551v1_genomic/GCA_032595515.1_ASM3259551v1_genomic.txt
Bakta	all_sections	XYZ459H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/XYZ459H/XYZ459H.txt
Bakta	all_sections	UCT30H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT30H/UCT30H.txt
Bakta	all_sections	URI103H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI103H/URI103H.txt
Bakta	all_sections	UCT29H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT29H/UCT29H.txt
Bakta	all_sections	UNY1128P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY1128P/UNY1128P.txt
Bakta	all_sections	URI112H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI112H/URI112H.txt
Bakta	all_sections	GCA_032595375.1_ASM3259537v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_032595375.1_ASM3259537v1_genomic/GCA_032595375.1_ASM3259537v1_genomic.txt
Bakta	all_sections	UNY1032P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY1032P/UNY1032P.txt
Bakta	all_sections	UWI248P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UWI248P/UWI248P.txt
Bakta	all_sections	UNY203P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY203P/UNY203P.txt
Bakta	all_sections	UCT96H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT96H/UCT96H.txt
Bakta	all_sections	ESI425H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/ESI425H/ESI425H.txt
Bakta	all_sections	UCT32H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT32H/UCT32H.txt
Bakta	all_sections	UNY990P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY990P/UNY990P.txt
Bakta	all_sections	UNY193P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY193P/UNY193P.txt
Bakta	all_sections	UCT113H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT113H/UCT113H.txt
Bakta	all_sections	GCA_030439665.1_ASM3043966v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_030439665.1_ASM3043966v1_genomic/GCA_030439665.1_ASM3043966v1_genomic.txt
Bakta	all_sections	GCF_000172315.2_ASM17231v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000172315.2_ASM17231v2_genomic/GCF_000172315.2_ASM17231v2_genomic.txt
Bakta	all_sections	GCF_000181855.2_ASM18185v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000181855.2_ASM18185v2_genomic/GCF_000181855.2_ASM18185v2_genomic.txt
Bakta	all_sections	URI93H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI93H/URI93H.txt
Bakta	all_sections	UNY169P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY169P/UNY169P.txt
Bakta	all_sections	GCA_030445065.1_ASM3044506v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_030445065.1_ASM3044506v1_genomic/GCA_030445065.1_ASM3044506v1_genomic.txt
Bakta	all_sections	GCA_030444985.1_ASM3044498v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_030444985.1_ASM3044498v1_genomic/GCA_030444985.1_ASM3044498v1_genomic.txt
Bakta	all_sections	GCF_000172335.2_ASM17233v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000172335.2_ASM17233v2_genomic/GCF_000172335.2_ASM17233v2_genomic.txt
Bakta	all_sections	UWI283P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UWI283P/UWI283P.txt
Bakta	all_sections	UNY1090P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY1090P/UNY1090P.txt
Bakta	all_sections	GCA_030440345.1_ASM3044034v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_030440345.1_ASM3044034v1_genomic/GCA_030440345.1_ASM3044034v1_genomic.txt
Bakta	all_sections	UNY1083P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY1083P/UNY1083P.txt
Bakta	all_sections	URI102H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI102H/URI102H.txt
Bakta	all_sections	B418PP	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/B418PP/B418PP.txt
Bakta	all_sections	URI41H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI41H/URI41H.txt
Bakta	all_sections	B331PP-checkpoint	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/B331PP/.ipynb_checkpoints/B331PP-checkpoint.txt
Bakta	all_sections	B331PP	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/B331PP/B331PP.txt
Bakta	all_sections	UNY172P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY172P/UNY172P.txt
Bakta	all_sections	GCF_000021405.1_ASM2140v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000021405.1_ASM2140v1_genomic/GCF_000021405.1_ASM2140v1_genomic.txt
Bakta	all_sections	GCF_000181555.2_ASM18155v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000181555.2_ASM18155v2_genomic/GCF_000181555.2_ASM18155v2_genomic.txt
Bakta	all_sections	GCF_000166635.1_ASM16663v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000166635.1_ASM16663v1_genomic/GCF_000166635.1_ASM16663v1_genomic.txt
Bakta	all_sections	UNY149P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY149P/UNY149P.txt
Bakta	all_sections	UCT92H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT92H/UCT92H.txt
Bakta	all_sections	URI118H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI118H/URI118H.txt
Bakta	all_sections	UCT50H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT50H/UCT50H.txt
Bakta	all_sections	URI101H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI101H/URI101H.txt
Bakta	all_sections	UNY1085P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY1085P/UNY1085P.txt
Bakta	all_sections	URI46H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI46H/URI46H.txt
Bakta	all_sections	URI48H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI48H/URI48H.txt
Bakta	all_sections	GCF_000171735.2_ASM17173v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000171735.2_ASM17173v2_genomic/GCF_000171735.2_ASM17173v2_genomic.txt
Bakta	all_sections	GCF_003367295.1_ASM336729v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_003367295.1_ASM336729v1_genomic/GCF_003367295.1_ASM336729v1_genomic.txt
Bakta	all_sections	URI111H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI111H/URI111H.txt
Bakta	all_sections	K89HH	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/K89HH/K89HH.txt
Bakta	all_sections	UCT124H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT124H/UCT124H.txt
Bakta	all_sections	UNY1038P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UNY1038P/UNY1038P.txt
Bakta	all_sections	GCA_040790755.1_ASM4079075v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040790755.1_ASM4079075v1_genomic/GCA_040790755.1_ASM4079075v1_genomic.txt
Bakta	all_sections	GCA_040790795.1_ASM4079079v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040790795.1_ASM4079079v1_genomic/GCA_040790795.1_ASM4079079v1_genomic.txt
Bakta	all_sections	GCF_040790715.1_ASM4079071v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040790715.1_ASM4079071v1_genomic/GCF_040790715.1_ASM4079071v1_genomic.txt
Bakta	all_sections	GCF_040790755.1_ASM4079075v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040790755.1_ASM4079075v1_genomic/GCF_040790755.1_ASM4079075v1_genomic.txt
Bakta	all_sections	GCA_040790745.1_ASM4079074v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040790745.1_ASM4079074v1_genomic/GCA_040790745.1_ASM4079074v1_genomic.txt
Bakta	all_sections	GCA_040790765.1_ASM4079076v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040790765.1_ASM4079076v1_genomic/GCA_040790765.1_ASM4079076v1_genomic.txt
Bakta	all_sections	GCF_040790745.1_ASM4079074v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040790745.1_ASM4079074v1_genomic/GCF_040790745.1_ASM4079074v1_genomic.txt
Bakta	all_sections	GCF_040790805.1_ASM4079080v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040790805.1_ASM4079080v1_genomic/GCF_040790805.1_ASM4079080v1_genomic.txt
Bakta	all_sections	GCA_040790785.1_ASM4079078v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040790785.1_ASM4079078v1_genomic/GCA_040790785.1_ASM4079078v1_genomic.txt
Bakta	all_sections	GCA_040790735.1_ASM4079073v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040790735.1_ASM4079073v1_genomic/GCA_040790735.1_ASM4079073v1_genomic.txt
Bakta	all_sections	GCA_040819585.1_PFhe_I_PB_Ill_cons_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040819585.1_PFhe_I_PB_Ill_cons_genomic/GCA_040819585.1_PFhe_I_PB_Ill_cons_genomic.txt
Bakta	all_sections	GCF_040790735.1_ASM4079073v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040790735.1_ASM4079073v1_genomic/GCF_040790735.1_ASM4079073v1_genomic.txt
Bakta	all_sections	GCA_003367295.1_ASM336729v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_003367295.1_ASM336729v1_genomic/GCA_003367295.1_ASM336729v1_genomic.txt
Bakta	all_sections	GCA_040790715.1_ASM4079071v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040790715.1_ASM4079071v1_genomic/GCA_040790715.1_ASM4079071v1_genomic.txt
Bakta	all_sections	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic/GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic.txt
Bakta	all_sections	GCA_038801875.1_ASM3880187v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_038801875.1_ASM3880187v1_genomic/GCA_038801875.1_ASM3880187v1_genomic.txt
Bakta	all_sections	GCF_019134655.1_ASM1913465v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_019134655.1_ASM1913465v1_genomic/GCF_019134655.1_ASM1913465v1_genomic.txt
Bakta	all_sections	GCF_024662155.1_ASM2466215v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_024662155.1_ASM2466215v1_genomic/GCF_024662155.1_ASM2466215v1_genomic.txt
Bakta	all_sections	GCF_019464575.1_ASM1946457v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_019464575.1_ASM1946457v1_genomic/GCF_019464575.1_ASM1946457v1_genomic.txt
Bakta	all_sections	GCA_019134655.1_ASM1913465v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_019134655.1_ASM1913465v1_genomic/GCA_019134655.1_ASM1913465v1_genomic.txt
Bakta	all_sections	GCF_040790775.1_ASM4079077v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040790775.1_ASM4079077v1_genomic/GCF_040790775.1_ASM4079077v1_genomic.txt
Bakta	all_sections	GCF_024662195.1_ASM2466219v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_024662195.1_ASM2466219v1_genomic/GCF_024662195.1_ASM2466219v1_genomic.txt
Bakta	all_sections	GCF_002151485.1_ASM215148v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_002151485.1_ASM215148v1_genomic/GCF_002151485.1_ASM215148v1_genomic.txt
Bakta	all_sections	GCF_024662175.1_ASM2466217v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_024662175.1_ASM2466217v1_genomic/GCF_024662175.1_ASM2466217v1_genomic.txt
Bakta	all_sections	roary_pangenome_v5_filtered_sp	/home/mf019/longread_pangenome/expanded_dataset_analysis/results/v5_filtered_sp/bakta_v5_filtered_sp/roary_pangenome_v5_filtered_sp.txt
Bakta	all_sections	roary_pangenome_v5_nsp-checkpoint	/home/mf019/longread_pangenome/expanded_dataset_analysis/results/v5_nsp/bakta_v5_nsp/.ipynb_checkpoints/roary_pangenome_v5_nsp-checkpoint.txt
Bakta	all_sections	roary_pangenome_v5_nsp	/home/mf019/longread_pangenome/expanded_dataset_analysis/results/v5_nsp/bakta_v5_nsp/roary_pangenome_v5_nsp.txt
Bakta	all_sections	roary_pangenome_v5_filtered_nsp	/home/mf019/longread_pangenome/expanded_dataset_analysis/results/v5_filtered_nsp/bakta_v5_filtered_nsp/roary_pangenome_v5_filtered_nsp.txt
Kraken	all_sections	URI40H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI40H.report
Kraken	all_sections	URI117H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI117H_kraken2.report
Kraken	all_sections	URI46H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI46H.report
Kraken	all_sections	UCT92H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT92H.report
Kraken	all_sections	URI112H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI112H.report
Kraken	all_sections	UCT92H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT92H_kraken2.report
Kraken	all_sections	URI40H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI40H_kraken2.report
Kraken	all_sections	URI117H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI117H.report
Kraken	all_sections	URI34H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI34H_kraken2.report
Kraken	all_sections	UCT50H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT50H.report
Kraken	all_sections	URI89H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI89H.report
Kraken	all_sections	URI34H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI34H.report
Kraken	all_sections	URI45H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI45H.report
Kraken	all_sections	UNY1083P_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UNY1083P_kraken2.report
Kraken	all_sections	XYZ459H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/XYZ459H_kraken2.report
Kraken	all_sections	URI36H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI36H.report
Kraken	all_sections	UCT30H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT30H.report
Kraken	all_sections	UCT35H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT35H_kraken2.report
Kraken	all_sections	URI48H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI48H_kraken2.report
Kraken	all_sections	URI45H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI45H_kraken2.report
Kraken	all_sections	UCT35H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT35H.report
Kraken	all_sections	UNY1128P	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UNY1128P.report
Kraken	all_sections	URI48H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI48H.report
Kraken	all_sections	UCT113H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT113H_kraken2.report
Kraken	all_sections	URI36H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI36H_kraken2.report
Kraken	all_sections	XYZ459H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/XYZ459H.report
Kraken	all_sections	URI89H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI89H_kraken2.report
Kraken	all_sections	URI46H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI46H_kraken2.report
Kraken	all_sections	URI44H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI44H_kraken2.report
Kraken	all_sections	UNY1128P_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UNY1128P_kraken2.report
Kraken	all_sections	UNY1083P	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UNY1083P.report
Kraken	all_sections	UCT30H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT30H_kraken2.report
Kraken	all_sections	UCT113H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT113H.report
Kraken	all_sections	URI112H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI112H_kraken2.report
Kraken	all_sections	URI33H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI33H_kraken2.report
Kraken	all_sections	UCT50H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT50H_kraken2.report
Kraken	all_sections	URI44H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI44H.report
Kraken	all_sections	UCT32H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT32H.report
Kraken	all_sections	UCT32H_kraken2	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/UCT32H_kraken2.report
Kraken	all_sections	URI33H	/home/mf019/longread_pangenome/expanded_dataset_analysis/kraken2/reports/URI33H.report
