ID	group	gene	percent_ident	alignment_length	E-score
DMPBEC_04700	tnpB	gene-BB_RS04285	84.685	222	1.67e-64
DMPBEC_04700	tnpB	gene-BB_RS07845	89.655	174	3.0199999999999997e-61
DMPBEC_04700	tnpB	gene-BB_RS07825	81.743	241	1.2900000000000001e-59
DMPBEC_04700	tnpB	gene-BB_RS07880	86.806	144	2.4800000000000003e-43
DMPBEC_04700	tnpB	gene-BB_RS07840	86.897	145	8.670000000000001e-43
DMPBEC_04700	tnpB	gene-BB_RS07855	87.288	118	1.47e-33
DMPBEC_04700	tnpB	gene-BB_RS07860	82.353	136	2.6599999999999998e-30
DMPBEC_04700	tnpB	gene-BB_RS07815	97.778	45	5.13e-14
DMPBEC_04700	tnpB	gene-BB_RS07865	85.246	61	9.28e-11
DMPBEC_04710	group_1693	gene-BB_RS06430	71.545	369	9.7e-46
DMPBEC_04710	group_1693	gene-BB_RS06005	83.582	134	2.44e-34
DMPBEC_04710	group_1693	gene-BB_RS06850	87.288	118	8.509999999999999e-34
DMPBEC_04710	group_1693	gene-BB_RS07600	80.982	163	2.9700000000000002e-33
DMPBEC_04710	group_1693	gene-BB_RS06220	80.982	163	2.9700000000000002e-33
DMPBEC_04710	group_1693	gene-BB_RS07060	80.132	151	1.5399999999999998e-30
DMPBEC_04710	group_1693	gene-BB_RS06645	82.203	118	3.39e-26
DMPBEC_04710	group_1693	gene-BB_RS05445	86.17	94	1.44e-24
DMPBEC_04710	group_1693	gene-BB_RS05205	74.839	155	2.14e-22
DMPBEC_04710	group_1693	gene-BB_RS07275	78.947	114	9.09e-21
DMPBEC_04710	group_1693	gene-BB_RS05055	73.718	156	3.86e-19
DMPBEC_04710	group_1693	gene-BB_RS04535	66.581	389	1.35e-18
DMPBEC_04710	group_1693	gene-BB_RS04375	69.469	226	4.71e-18
DMPBEC_04710	group_1693	gene-BB_RS05100	69.643	168	3.62e-13
DMPBEC_04715	group_1450	gene-BB_RS05780	69.829	759	2.15e-86
DMPBEC_04715	group_1450	gene-BB_RS06425	69.66	735	3.88e-83
DMPBEC_04715	group_1450	gene-BB_RS04885	68.497	765	1.11e-64
DMPBEC_04715	group_1450	gene-BB_RS07440	65.578	735	1.04e-39
DMPBEC_04715	group_1450	gene-BB_RS07340	65.522	728	3.41e-33
DMPBEC_04715	group_1450	gene-BB_RS04370	65.123	691	6.17e-30
DMPBEC_04715	group_1450	gene-BB_RS04715	63.827	763	3.2000000000000003e-27
DMPBEC_04715	group_1450	gene-BB_RS05745	63.995	761	1.36e-25
DMPBEC_04720	group_1694	gene-BB_RS07780	92.344	209	5.25e-80
DMPBEC_04720	group_1694	gene-BB_RS05785	69.215	497	3.78e-50
DMPBEC_04720	group_1694	gene-BB_RS05530	67.041	534	8.91e-33
DMPBEC_04720	group_1694	gene-BB_RS05810	74.312	218	3.79e-31
DMPBEC_04720	group_1694	gene-BB_RS05045	67.832	429	1.5099999999999998e-23
DMPBEC_04720	group_1694	gene-BB_RS05440	64.516	527	4.93e-17
DMPBEC_04720	group_1694	gene-BB_RS05750	81.579	76	8.91e-14
DMPBEC_04730	group_788	gene-BB_RS04540	80.647	2103	0.0
DMPBEC_04730	group_788	gene-BB_RS07895	91.005	378	7.9e-150
DMPBEC_04730	group_788	gene-BB_RS05795	81.356	118	6.97e-24
DMPBEC_04730	group_788	gene-BB_RS07675	65.699	379	5.02e-13
DMPBEC_04735	rdgC	gene-BB_RS04550	96.27	429	0.0
DMPBEC_04740	group_3828	gene-BB_RS04555	97.368	798	0.0
DMPBEC_04745	group_1233	gene-BB_RS07805	97.619	210	1.4e-98
DMPBEC_04750	group_1696	gene-BB_RS04565	83.969	393	2.8799999999999997e-119
DMPBEC_04755	group_1698	gene-BB_RS04570	81.928	332	1.46e-90
DMPBEC_04760	group_1700	gene-BB_RS04575	85.348	819	0.0
DMPBEC_04765	group_1702	gene-BB_RS04580	77.866	506	2.7499999999999998e-108
DMPBEC_04770	group_1704	gene-BB_RS04585	80.418	526	2.5099999999999997e-134
DMPBEC_04770	group_1704	gene-BB_RS07960	73.228	127	1e-12
DMPBEC_04775	group_1706	gene-BB_RS04590	83.496	1024	0.0
DMPBEC_04775	group_1706	gene-BB_RS07685	79.204	226	6.87e-50
DMPBEC_04780	group_1708	gene-BB_RS04595	87.93	1193	0.0
DMPBEC_04785	group_1710	gene-BB_RS04600	92.035	339	7.05e-139
DMPBEC_04790	group_1711	gene-BB_RS04605	74.318	806	9.77e-148
DMPBEC_04795	group_1712	gene-BB_RS04610	79.363	785	0.0
DMPBEC_04795	group_1712	gene-BB_RS04605	71.636	275	7.73e-29
DMPBEC_04800	group_1713	gene-BB_RS04615	89.812	2601	0.0
DMPBEC_04805	group_1714	gene-BB_RS04620	83.463	387	6.25e-115
DMPBEC_04810	group_1715	gene-BB_RS04625	74.128	344	9.300000000000001e-56
DMPBEC_04815	group_1716	gene-BB_RS04630	82.803	692	0.0
DMPBEC_04825	group_1718	gene-BB_RS04640	75.505	743	1.66e-141
DMPBEC_04825	group_1718	gene-BB_RS04390	81.373	102	1.91e-20
DMPBEC_04830	group_1719	gene-BB_RS04645	68.243	296	4.79e-22
DMPBEC_04835	group_1720	gene-BB_RS04650	70.574	401	1.7899999999999998e-48
DMPBEC_04840	Borrelia Bdr family protein	gene-BB_RS04345	72.672	655	3.96e-107
DMPBEC_04840	Borrelia Bdr family protein	gene-BB_RS06190	77.136	398	2.85e-77
DMPBEC_04840	Borrelia Bdr family protein	gene-BB_RS06400	79.139	302	3.2600000000000004e-70
DMPBEC_04840	Borrelia Bdr family protein	gene-BB_RS04660	84.914	232	1.6899999999999997e-67
DMPBEC_04840	Borrelia Bdr family protein	gene-BB_RS07030	77.259	321	1.3e-62
DMPBEC_04840	Borrelia Bdr family protein	gene-BB_RS06820	75.904	332	1.5799999999999998e-61
DMPBEC_04840	Borrelia Bdr family protein	gene-BB_RS07570	74.608	319	3.4800000000000003e-57
DMPBEC_04840	Borrelia Bdr family protein	gene-BB_RS07245	79.008	262	1.21e-56
DMPBEC_04840	Borrelia Bdr family protein	gene-BB_RS05700	74.085	328	4.2400000000000005e-56
DMPBEC_04845	group_1722	gene-BB_RS05700	77.703	444	8.13e-98
DMPBEC_04845	group_1722	gene-BB_RS06190	80.645	372	2.66e-91
DMPBEC_04845	group_1722	gene-BB_RS06400	81.646	316	1.5699999999999998e-81
DMPBEC_04845	group_1722	gene-BB_RS04660	79.772	351	6.68e-80
DMPBEC_04845	group_1722	gene-BB_RS07570	76.28	371	2.05e-67
DMPBEC_04845	group_1722	gene-BB_RS07030	74.615	390	2.05e-67
DMPBEC_04845	group_1722	gene-BB_RS06820	72.581	372	8.14e-60
DMPBEC_04845	group_1722	gene-BB_RS04345	74.93	355	1.21e-57
DMPBEC_04845	group_1722	gene-BB_RS07245	75.487	359	1.21e-57
DMPBEC_04845	group_1722	gene-BB_RS07280	73.864	176	5.5e-24
DMPBEC_04845	group_1722	gene-BB_RS06650	70.109	184	2.19e-16
DMPBEC_04845	group_1722	gene-BB_RS07605	71.875	160	3.96e-13
DMPBEC_04845	group_1722	gene-BB_RS06010	88.235	51	5.88e-11
DMPBEC_04850	group_1723	gene-BB_RS04665	84.444	765	0.0
DMPBEC_04850	group_1723	gene-BB_RS07870	84.848	165	1.12e-45
DMPBEC_04855	group_1724	gene-BB_RS04500	69.775	890	1.66e-107
DMPBEC_04855	group_1724	gene-BB_RS04835	69.653	893	5.44e-101
DMPBEC_04855	group_1724	gene-BB_RS04405	69.874	634	3.92e-71
DMPBEC_04855	group_1724	gene-BB_RS04690	69.767	602	2.47e-67
DMPBEC_04860	group_229	gene-BB_RS04515	88.272	1134	0.0
DMPBEC_04860	group_229	gene-BB_RS04410	89.461	408	1.28e-154
DMPBEC_04860	group_229	gene-BB_RS04285	84.545	220	2.04e-63
DMPBEC_04860	group_229	gene-BB_RS07825	80.753	239	8.11e-56
DMPBEC_04860	group_229	gene-BB_RS07845	90.066	151	1.4699999999999998e-52
DMPBEC_04860	group_229	gene-BB_RS07880	86.806	144	2.4800000000000003e-43
DMPBEC_04860	group_229	gene-BB_RS07840	84.828	145	5.47e-39
DMPBEC_04860	group_229	gene-BB_RS07855	87.288	118	1.47e-33
DMPBEC_04860	group_229	gene-BB_RS07860	76.0	150	1.29e-21
DMPBEC_04860	group_229	gene-BB_RS07865	85.714	70	1.47e-14
DMPBEC_04860	group_229	gene-BB_RS07815	95.455	44	2.18e-12
DMPBEC_04865	group_1725	gene-BB_RS05775	85.091	550	8.06e-179
DMPBEC_04865	group_1725	gene-BB_RS06430	69.383	405	1.3700000000000001e-36
DMPBEC_04865	group_1725	gene-BB_RS07060	75.342	146	6.24e-22
DMPBEC_04865	group_1725	gene-BB_RS07600	71.622	148	7.12e-15
DMPBEC_04865	group_1725	gene-BB_RS06850	73.387	124	1.29e-11
DMPBEC_04865	group_1725	gene-BB_RS05445	78.481	79	4.49e-11
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS05780	85.321	763	0.0
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS06425	75.329	608	1.55e-113
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS04885	69.044	701	1.36e-63
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS07440	66.856	703	1.2e-51
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS05745	66.476	698	7.539999999999999e-48
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS07340	66.529	726	2.63e-47
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS04370	66.118	729	3.21e-46
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS04715	65.093	699	1.78e-30
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS05535	72.0	175	6.62e-17
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS05050	88.71	62	2.82e-15
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS04530	74.138	116	1.2e-13
DMPBEC_04870	AAA domain-containing protein	gene-BB_RS07890	83.607	61	6.2e-11
DMPBEC_04875	group_1727	gene-BB_RS05785	84.574	564	1.46e-175
DMPBEC_04875	group_1727	gene-BB_RS04455	70.973	565	8.65e-71
DMPBEC_04875	group_1727	gene-BB_RS04525	70.891	505	2.65e-58
DMPBEC_04875	group_1727	gene-BB_RS05045	70.4	500	3.2300000000000003e-57
DMPBEC_04875	group_1727	gene-BB_RS07590	68.6	500	5.12e-42
DMPBEC_04875	group_1727	gene-BB_RS06420	68.862	501	1.79e-41
DMPBEC_04875	group_1727	gene-BB_RS06840	68.327	502	1.79e-41
DMPBEC_04875	group_1727	gene-BB_RS05440	68.208	519	6.23e-41
DMPBEC_04875	group_1727	gene-BB_RS05995	67.878	523	7.589999999999999e-40
DMPBEC_04875	group_1727	gene-BB_RS06635	68.2	500	2.65e-39
DMPBEC_04875	group_1727	gene-BB_RS07050	67.245	519	3.9300000000000005e-37
DMPBEC_04875	group_1727	gene-BB_RS06210	70.509	373	1.3700000000000001e-36
DMPBEC_04875	group_1727	gene-BB_RS07265	69.022	368	8.66e-33
DMPBEC_04875	group_1727	gene-BB_RS05750	82.143	84	1.67e-16
DMPBEC_04875	group_1727	gene-BB_RS04365	82.143	84	1.67e-16
DMPBEC_04875	group_1727	gene-BB_RS05530	70.423	213	7.12e-15
DMPBEC_04875	group_1727	gene-BB_RS07780	80.247	81	8.67e-14
DMPBEC_04875	group_1727	gene-BB_RS07445	70.629	143	3.69e-12
DMPBEC_04880	group_1728	gene-BB_RS05790	80.581	1102	0.0
DMPBEC_04880	group_1728	gene-BB_RS05040	67.764	1033	2.13e-88
DMPBEC_04880	group_1728	gene-BB_RS04520	67.15	965	9.689999999999999e-74
DMPBEC_04880	group_1728	gene-BB_RS06835	66.023	1036	2.6e-68
DMPBEC_04880	group_1728	gene-BB_RS06415	65.743	1010	1.64e-64
DMPBEC_04880	group_1728	gene-BB_RS07045	65.579	1011	3.6099999999999996e-60
DMPBEC_04880	group_1728	gene-BB_RS07260	65.381	1011	2.2800000000000003e-56
DMPBEC_04880	group_1728	gene-BB_RS05435	66.0	1000	2.2800000000000003e-56
DMPBEC_04880	group_1728	gene-BB_RS04460	65.485	1072	4.12e-53
DMPBEC_04880	group_1728	gene-BB_RS07585	64.985	1011	5.0199999999999996e-52
DMPBEC_04880	group_1728	gene-BB_RS06630	65.524	1021	7.46e-50
DMPBEC_04880	group_1728	gene-BB_RS07395	65.35	1013	3.17e-48
DMPBEC_04880	group_1728	gene-BB_RS06205	64.74	1021	3.8600000000000004e-47
DMPBEC_04880	group_1728	gene-BB_RS05990	64.643	1021	1.64e-45
DMPBEC_04880	group_1728	gene-BB_RS07335	65.426	1021	5.73e-45
DMPBEC_04880	group_1728	gene-BB_RS04290	70.896	268	2e-25
DMPBEC_04880	group_1728	gene-BB_RS05190	66.667	411	2.4399999999999997e-24
DMPBEC_04880	group_1728	gene-BB_RS05005	67.662	201	7.47e-12
DMPBEC_04885	Methyl-accepting chemotaxis (MCP) signaling domain protein	gene-BB_RS04540	84.898	2099	0.0
DMPBEC_04885	Methyl-accepting chemotaxis (MCP) signaling domain protein	gene-BB_RS07895	91.489	376	1.88e-151
DMPBEC_04885	Methyl-accepting chemotaxis (MCP) signaling domain protein	gene-BB_RS07675	84.675	385	7.02e-119
DMPBEC_04885	Methyl-accepting chemotaxis (MCP) signaling domain protein	gene-BB_RS05795	81.197	117	2.4599999999999996e-23
DMPBEC_04890	group_1230	gene-BB_RS04550	96.503	429	0.0
DMPBEC_04895	group_3830	gene-BB_RS04555	97.494	798	0.0
DMPBEC_04900	group_1234	gene-BB_RS07805	97.619	210	1.4e-98
DMPBEC_04905	group_1697	gene-BB_RS04565	83.969	393	2.8799999999999997e-119
DMPBEC_04910	group_1699	gene-BB_RS04570	82.229	332	1.1999999999999999e-91
DMPBEC_04915	group_1701	gene-BB_RS04575	85.348	819	0.0
DMPBEC_04920	group_1703	gene-BB_RS04580	77.866	506	2.7499999999999998e-108
DMPBEC_04925	group_1705	gene-BB_RS04585	80.608	526	5.89e-136
DMPBEC_04925	group_1705	gene-BB_RS07960	74.016	127	8.24e-14
DMPBEC_04930	group_1707	gene-BB_RS04590	83.789	1024	0.0
DMPBEC_04930	group_1707	gene-BB_RS07685	79.204	226	6.87e-50
DMPBEC_04935	group_1709	gene-BB_RS04595	87.594	1193	0.0
DMPBEC_04940	group_1729	gene-BB_RS04600	91.15	339	4.4499999999999996e-135
DMPBEC_04945	group_1730	gene-BB_RS04605	80.541	591	7.230000000000001e-156
DMPBEC_04950	group_1731	gene-BB_RS04610	78.707	789	0.0
DMPBEC_04950	group_1731	gene-BB_RS04605	73.043	230	4.01e-26
DMPBEC_04955	right-handed parallel beta-helix repeat-containing protein	gene-BB_RS04615	86.811	1198	0.0
DMPBEC_04960	group_533	gene-BB_RS05110	96.396	555	0.0
DMPBEC_04960	group_533	gene-BB_RS04985	94.624	558	0.0
DMPBEC_04960	group_533	gene-BB_RS07415	94.857	525	0.0
DMPBEC_04960	group_533	gene-BB_RS07410	93.478	46	3.58e-12
DMPBEC_04965	Protein p23	gene-BB_RS04980	99.315	292	1.4999999999999999e-146
DMPBEC_04965	Protein p23	gene-BB_RS07420	92.466	292	2.09e-119
DMPBEC_04965	Protein p23	gene-BB_RS04430	90.311	289	1.5e-108
DMPBEC_04970	group_928	gene-BB_RS04980	100.0	159	1.93e-78
DMPBEC_04970	group_928	gene-BB_RS07420	93.082	159	3.06e-63
DMPBEC_04970	group_928	gene-BB_RS04430	91.824	159	1.58e-60
DMPBEC_04975	Bbk50-like	gene-BB_RS04975	99.499	999	0.0
DMPBEC_04975	Bbk50-like	gene-BB_RS04950	71.32	788	4.8e-96
DMPBEC_04975	Bbk50-like	gene-BB_RS04965	73.159	611	2.49e-93
DMPBEC_04975	Bbk50-like	gene-BB_RS04920	74.312	218	8.16e-30
DMPBEC_04980	group_1236	gene-BB_RS04970	99.712	694	0.0
DMPBEC_04980	group_1236	gene-BB_RS04960	94.838	678	0.0
DMPBEC_04985	Bbk49-like	gene-BB_RS04970	100.0	273	4.57e-140
DMPBEC_04985	Bbk49-like	gene-BB_RS04960	80.142	282	4.9e-70
DMPBEC_04990	Immunogenic protein P37, putative	gene-BB_RS04965	99.885	867	0.0
DMPBEC_04990	Immunogenic protein P37, putative	gene-BB_RS04975	73.486	611	4.15e-96
DMPBEC_04990	Immunogenic protein P37, putative	gene-BB_RS04955	73.827	554	2.15e-93
DMPBEC_04990	Immunogenic protein P37, putative	gene-BB_RS04950	70.696	546	5.78e-69
DMPBEC_04990	Immunogenic protein P37, putative	gene-BB_RS04920	69.252	361	4.7500000000000005e-32
DMPBEC_04995	Bbk47-like	gene-BB_RS04960	98.784	987	0.0
DMPBEC_04995	Bbk47-like	gene-BB_RS04970	90.547	1005	0.0
DMPBEC_05000	Bbk46-like	gene-BB_RS04955	99.841	627	0.0
DMPBEC_05000	Bbk46-like	gene-BB_RS04965	73.646	554	1.87e-92
DMPBEC_05000	Bbk46-like	gene-BB_RS04920	68.407	383	2.29e-34
DMPBEC_05000	Bbk46-like	gene-BB_RS04950	69.057	265	3.88e-25
DMPBEC_05005	group_1239	gene-BB_RS04950	82.955	88	1.75e-19
DMPBEC_05010	Immunogenic protein P37	gene-BB_RS04950	99.883	858	0.0
DMPBEC_05010	Immunogenic protein P37	gene-BB_RS04975	71.574	788	8.39e-99
DMPBEC_05010	Immunogenic protein P37	gene-BB_RS04965	71.062	546	1.17e-71
DMPBEC_05010	Immunogenic protein P37	gene-BB_RS04955	69.434	265	4.66e-26
DMPBEC_05010	Immunogenic protein P37	gene-BB_RS05715	100.0	60	6.909999999999999e-24
DMPBEC_05015	group_1735	gene-BB_RS04945	100.0	219	7.44e-111
DMPBEC_05015	group_1735	gene-BB_RS05725	98.718	156	6.12e-74
DMPBEC_05020	Uncharacterized protein BB_K41	gene-BB_RS04940	100.0	546	0.0
DMPBEC_05020	Uncharacterized protein BB_K41	gene-BB_RS05730	100.0	498	0.0
DMPBEC_05025	group_1736	gene-BB_RS04935	87.118	621	0.0
DMPBEC_05025	group_1736	gene-BB_RS04700	83.908	87	1.03e-19
DMPBEC_05030	group_1454	gene-BB_RS04930	99.206	378	0.0
DMPBEC_05035	Variable large protein	gene-BB_RS04925	100.0	177	3.69e-88
DMPBEC_05040	group_1455	gene-BB_RS04920	99.823	564	0.0
DMPBEC_05040	group_1455	gene-BB_RS05765	98.936	94	6.51e-41
DMPBEC_05040	group_1455	gene-BB_RS04955	68.407	383	2.13e-34
DMPBEC_05040	group_1455	gene-BB_RS04965	69.529	361	2.59e-33
DMPBEC_05040	group_1455	gene-BB_RS04975	73.853	218	1.99e-28
DMPBEC_05040	group_1455	gene-BB_RS05665	78.723	94	2.13e-15
DMPBEC_05055	fibronectin-binding protein	gene-BB_RS04915	98.592	1065	0.0
DMPBEC_05060	group_699	gene-BB_RS04910	100.0	201	3.99e-101
DMPBEC_05060	group_699	gene-BB_RS04420	92.537	201	1.7e-80
DMPBEC_05060	group_699	gene-BB_RS04335	90.547	201	4.56e-75
DMPBEC_05065	group_1242	gene-BB_RS04910	100.0	105	2.43e-49
DMPBEC_05065	group_1242	gene-BB_RS04335	91.346	104	9.07e-36
DMPBEC_05065	group_1242	gene-BB_RS04420	88.35	103	2e-31
DMPBEC_05070	group_1738	gene-BB_RS04905	99.51	204	4.06e-101
DMPBEC_05070	group_1738	gene-BB_RS04340	91.176	204	2.57e-78
DMPBEC_05075	group_1739	gene-BB_RS04900	100.0	612	0.0
DMPBEC_05075	group_1739	gene-BB_RS04375	75.862	522	3.09e-102
DMPBEC_05075	group_1739	gene-BB_RS07345	73.875	578	2.71e-90
DMPBEC_05075	group_1739	gene-BB_RS04710	73.064	594	3.3e-89
DMPBEC_05075	group_1739	gene-BB_RS07435	72.546	601	3.0899999999999998e-83
DMPBEC_05075	group_1739	gene-BB_RS05100	73.894	452	3.53e-76
DMPBEC_05075	group_1739	gene-BB_RS05740	70.194	463	1.7099999999999998e-48
DMPBEC_05075	group_1739	gene-BB_RS07800	74.4	125	1.16e-12
DMPBEC_05080	Borrelia family protein PFam57/62	gene-BB_RS04895	99.784	927	0.0
DMPBEC_05080	Borrelia family protein PFam57/62	gene-BB_RS04360	83.333	930	0.0
DMPBEC_05080	Borrelia family protein PFam57/62	gene-BB_RS04725	72.793	555	1.28e-77
DMPBEC_05080	Borrelia family protein PFam57/62	gene-BB_RS07450	74.879	207	6.2e-31
DMPBEC_05080	Borrelia family protein PFam57/62	gene-BB_RS07665	80.0	120	7.07e-24
DMPBEC_05085	DUF226 domain-containing protein	gene-BB_RS04890	100.0	540	0.0
DMPBEC_05085	DUF226 domain-containing protein	gene-BB_RS04365	75.96	495	3.0899999999999996e-95
DMPBEC_05085	DUF226 domain-containing protein	gene-BB_RS04720	75.949	474	8.3e-90
DMPBEC_05085	DUF226 domain-containing protein	gene-BB_RS05750	71.224	490	2.7200000000000002e-64
DMPBEC_05085	DUF226 domain-containing protein	gene-BB_RS04455	72.593	135	3.54e-12
DMPBEC_05085	DUF226 domain-containing protein	gene-BB_RS05810	78.75	80	1.24e-11
DMPBEC_05090	group_1742	gene-BB_RS04885	99.867	750	0.0
DMPBEC_05090	group_1742	gene-BB_RS04370	78.49	702	4.0699999999999997e-165
DMPBEC_05090	group_1742	gene-BB_RS07440	74.597	744	2.4e-136
DMPBEC_05090	group_1742	gene-BB_RS05745	73.458	746	7.3600000000000006e-124
DMPBEC_05090	group_1742	gene-BB_RS07340	72.801	739	3.57e-115
DMPBEC_05090	group_1742	gene-BB_RS04715	71.238	751	4.97e-107
DMPBEC_05090	group_1742	gene-BB_RS06425	67.355	726	7.889999999999999e-54
DMPBEC_05090	group_1742	gene-BB_RS05780	67.286	700	7.39e-48
DMPBEC_05090	group_1742	gene-BB_RS07875	75.455	110	1.43e-12
DMPBEC_05095	group_1457	gene-BB_RS04880	99.843	636	0.0
DMPBEC_05100	ade	gene-BB_RS04875	99.757	1647	0.0
DMPBEC_05100	ade	gene-BB_RS04385	86.973	261	1.3500000000000001e-86
DMPBEC_05105	Putative antigen, P35	gene-BB_RS04870	99.259	270	1.2099999999999999e-134
DMPBEC_05115	sIMPL	gene-BB_RS04865	99.713	696	0.0
DMPBEC_05115	sIMPL	gene-BB_RS01105	74.212	349	9.500000000000001e-59
DMPBEC_05115	sIMPL	gene-BB_RS01110	68.831	231	6e-17
DMPBEC_05120	Lipoprotein	gene-BB_RS04860	99.742	387	0.0
DMPBEC_05120	Lipoprotein	gene-BB_RS04845	85.751	386	1.06e-124
DMPBEC_05120	Lipoprotein	gene-BB_RS05020	70.44	318	5.87e-33
DMPBEC_05125	group_1743	gene-BB_RS04855	100.0	165	1.11e-81
DMPBEC_05125	group_1743	gene-BB_RS04335	78.808	151	1.45e-29
DMPBEC_05125	group_1743	gene-BB_RS04420	77.564	156	1.12e-24
DMPBEC_05125	group_1743	gene-BB_RS07775	83.333	72	9.79e-13
DMPBEC_05130	group_1243	gene-BB_RS04850	100.0	210	7.35e-106
DMPBEC_05130	group_1243	gene-BB_RS07690	90.0	50	7.38e-11
DMPBEC_05140	N-6 DNA methylase	gene-BB_RS04840	99.383	162	1.97e-78
DMPBEC_05140	N-6 DNA methylase	gene-BB_RS04335	92.81	153	5.65e-60
DMPBEC_05140	N-6 DNA methylase	gene-BB_RS04420	92.157	153	6.88e-59
DMPBEC_05145	group_1744	gene-BB_RS04840	100.0	189	1.22e-94
DMPBEC_05145	group_1744	gene-BB_RS04335	76.774	155	1.3e-24
DMPBEC_05145	group_1744	gene-BB_RS04420	73.016	189	2.36e-21
DMPBEC_05150	group_1458	gene-BB_RS04840	100.0	405	0.0
DMPBEC_05150	group_1458	gene-BB_RS04420	84.483	406	4.72e-123
DMPBEC_05150	group_1458	gene-BB_RS04335	81.235	405	2.61e-107
DMPBEC_05150	group_1458	gene-BB_RS07785	81.034	406	1.6500000000000002e-103
DMPBEC_05150	group_1458	gene-BB_RS07830	78.571	98	5.07e-15
DMPBEC_05155	group_3064	gene-BB_RS06175	100.0	336	3.61e-174
DMPBEC_05155	group_3064	gene-BB_RS07020	99.702	336	1.54e-172
DMPBEC_05155	group_3064	gene-BB_RS07560	99.405	336	1.87e-171
DMPBEC_05155	group_3064	gene-BB_RS06390	99.405	336	1.87e-171
DMPBEC_05155	group_3064	gene-BB_RS06605	99.405	336	1.87e-171
DMPBEC_05155	group_3064	gene-BB_RS07235	99.107	336	7.95e-170
DMPBEC_05155	group_3064	gene-BB_RS05965	95.536	336	1.54e-153
DMPBEC_05155	group_3064	gene-BB_RS06810	93.452	336	2.6e-144
DMPBEC_05160	group_3248	gene-BB_RS06610	100.0	354	0.0
DMPBEC_05160	group_3248	gene-BB_RS06395	98.305	354	8.979999999999999e-176
DMPBEC_05160	group_3248	gene-BB_RS07565	96.893	354	1.02e-168
DMPBEC_05160	group_3248	gene-BB_RS07025	96.893	354	1.02e-168
DMPBEC_05160	group_3248	gene-BB_RS06180	96.61	354	1.25e-167
DMPBEC_05160	group_3248	gene-BB_RS07240	96.328	354	5.3100000000000006e-166
DMPBEC_05160	group_3248	gene-BB_RS06815	96.045	354	6.47e-165
DMPBEC_05160	group_3248	gene-BB_RS05970	93.22	354	2.41e-151
DMPBEC_05165	group_1745	gene-BB_RS06615	100.0	483	0.0
DMPBEC_05165	group_1745	gene-BB_RS05975	99.586	483	0.0
DMPBEC_05170	mlpF	gene-BB_RS06620	99.778	450	0.0
DMPBEC_05170	mlpF	gene-BB_RS05980	91.196	443	9.52e-177
DMPBEC_05170	mlpF	gene-BB_RS06195	83.521	443	8.93e-133
DMPBEC_05170	mlpF	gene-BB_RS07250	82.639	432	3.56e-125
DMPBEC_05170	mlpF	gene-BB_RS07035	84.737	380	1.16e-118
DMPBEC_05170	mlpF	gene-BB_RS06405	81.279	438	2.1e-115
DMPBEC_05170	mlpF	gene-BB_RS06825	79.616	417	6.430000000000001e-103
DMPBEC_05170	mlpF	gene-BB_RS07575	88.889	153	1.02e-49
DMPBEC_05175	group_200	gene-BB_RS06625	99.417	858	0.0
DMPBEC_05175	group_200	gene-BB_RS07580	98.601	858	0.0
DMPBEC_05175	group_200	gene-BB_RS06200	88.708	859	0.0
DMPBEC_05175	group_200	gene-BB_RS05450	76.959	868	0.0
DMPBEC_05175	group_200	gene-BB_RS07255	83.402	482	2.95e-142
DMPBEC_05175	group_200	gene-BB_RS06410	82.292	480	2.76e-136
DMPBEC_05175	group_200	gene-BB_RS05985	80.992	484	4.68e-127
DMPBEC_05175	group_200	gene-BB_RS07040	80.785	484	1.9900000000000002e-125
DMPBEC_05175	group_200	gene-BB_RS06830	80.579	484	2.4200000000000004e-124
DMPBEC_05175	group_200	gene-BB_RS06460	71.866	359	6.97e-49
DMPBEC_05180	group_268	gene-BB_RS06835	95.982	1095	0.0
DMPBEC_05180	group_268	gene-BB_RS06415	95.264	1098	0.0
DMPBEC_05180	group_268	gene-BB_RS07585	94.799	1096	0.0
DMPBEC_05180	group_268	gene-BB_RS07045	94.617	1096	0.0
DMPBEC_05180	group_268	gene-BB_RS07260	94.717	1079	0.0
DMPBEC_05180	group_268	gene-BB_RS06205	89.01	1101	0.0
DMPBEC_05180	group_268	gene-BB_RS05990	88.577	1103	0.0
DMPBEC_05180	group_268	gene-BB_RS06630	88.374	1101	0.0
DMPBEC_05180	group_268	gene-BB_RS05435	80.703	1052	0.0
DMPBEC_05180	group_268	gene-BB_RS07395	80.469	1065	0.0
DMPBEC_05180	group_268	gene-BB_RS07335	80.732	1038	0.0
DMPBEC_05180	group_268	gene-BB_RS04520	78.517	1052	0.0
DMPBEC_05180	group_268	gene-BB_RS05040	72.674	1032	1.41e-166
DMPBEC_05180	group_268	gene-BB_RS07350	83.019	477	2.92e-137
