ID	group	gene	percent_ident	alignment_length	E-score
AIHAAB_05650	group_2415	gene-BB_RS04340	100.0	204	9.55e-103
AIHAAB_05650	group_2415	gene-BB_RS04905	91.667	204	2.1100000000000002e-79
AIHAAB_05650	group_2415	gene-BB_RS05455	80.0	90	2.41e-15
AIHAAB_05660	Transmembrane protein	gene-BB_RS05755	100.0	258	5.970000000000001e-132
AIHAAB_05660	Transmembrane protein	gene-BB_RS07750	97.987	149	1.96e-68
AIHAAB_05665	group_96	gene-BB_RS07880	100.0	147	5.750000000000001e-72
AIHAAB_05665	group_96	gene-BB_RS04515	93.056	144	9.11e-57
AIHAAB_05665	group_96	gene-BB_RS07825	85.821	134	9.12e-38
AIHAAB_05670	group_1912	gene-BB_RS05765	100.0	225	4.2399999999999996e-114
AIHAAB_05675	group_2418	gene-BB_RS05770	100.0	228	1.0099999999999999e-115
AIHAAB_05680	group_1523	gene-BB_RS05775	100.0	552	0.0
AIHAAB_05680	group_1523	gene-BB_RS06430	68.215	409	3.62e-31
AIHAAB_05680	group_1523	gene-BB_RS07060	76.336	131	2.61e-20
AIHAAB_05680	group_1523	gene-BB_RS07600	70.968	155	2.44e-14
AIHAAB_05680	group_1523	gene-BB_RS06850	75.214	117	8.53e-14
AIHAAB_05680	group_1523	gene-BB_RS05445	73.134	134	2.98e-13
AIHAAB_05680	group_1523	gene-BB_RS06220	70.323	155	2.98e-13
AIHAAB_05685	group_1917	gene-BB_RS05780	100.0	765	0.0
AIHAAB_05685	group_1917	gene-BB_RS06425	73.563	609	7.05e-99
AIHAAB_05685	group_1917	gene-BB_RS07440	67.779	689	3e-59
AIHAAB_05685	group_1917	gene-BB_RS07340	67.194	695	5.08e-50
AIHAAB_05685	group_1917	gene-BB_RS04885	67.429	700	1.77e-49
AIHAAB_05685	group_1917	gene-BB_RS05745	66.129	682	1.6600000000000002e-43
AIHAAB_05685	group_1917	gene-BB_RS04370	66.723	592	2.47e-41
AIHAAB_05685	group_1917	gene-BB_RS05535	74.82	139	1.9e-17
AIHAAB_05685	group_1917	gene-BB_RS05050	87.097	62	3.43e-14
AIHAAB_05685	group_1917	gene-BB_RS06845	79.268	82	1.46e-12
AIHAAB_05685	group_1917	gene-BB_RS06215	72.464	138	1.46e-12
AIHAAB_05685	group_1917	gene-BB_RS06640	79.012	81	5.09e-12
AIHAAB_05685	group_1917	gene-BB_RS06000	78.75	80	1.78e-11
AIHAAB_05690	group_1918	gene-BB_RS05785	100.0	561	0.0
AIHAAB_05690	group_1918	gene-BB_RS05045	70.86	477	4.79e-55
AIHAAB_05690	group_1918	gene-BB_RS04455	68.772	570	7.11e-53
AIHAAB_05690	group_1918	gene-BB_RS05440	68.242	529	2.32e-46
AIHAAB_05690	group_1918	gene-BB_RS04525	67.234	470	5.84e-35
AIHAAB_05690	group_1918	gene-BB_RS06420	68.153	471	2.04e-34
AIHAAB_05690	group_1918	gene-BB_RS06210	68.085	470	2.4800000000000002e-33
AIHAAB_05690	group_1918	gene-BB_RS06840	67.164	469	3.68e-31
AIHAAB_05690	group_1918	gene-BB_RS06635	67.164	469	3.68e-31
AIHAAB_05690	group_1918	gene-BB_RS07590	67.304	471	5.470000000000001e-29
AIHAAB_05690	group_1918	gene-BB_RS07050	67.164	469	1.91e-28
AIHAAB_05690	group_1918	gene-BB_RS05995	66.167	467	2.83e-26
AIHAAB_05690	group_1918	gene-BB_RS07265	66.309	466	3.45e-25
AIHAAB_05690	group_1918	gene-BB_RS05195	67.333	300	1.37e-17
AIHAAB_05690	group_1918	gene-BB_RS04365	74.126	143	1.67e-16
AIHAAB_05690	group_1918	gene-BB_RS07780	82.955	88	1.67e-16
AIHAAB_05690	group_1918	gene-BB_RS05750	80.488	82	2.48e-14
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS05790	100.0	1101	0.0
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS04520	69.216	1033	3.82e-104
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS07045	67.095	1012	5.31e-77
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS05040	67.177	1045	6.47e-76
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS05435	67.024	1025	2.75e-74
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS06835	66.931	1007	9.6e-74
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS06630	66.962	1017	2.12e-69
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS07260	66.404	1015	7.38e-69
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS07395	66.312	1033	4.66e-65
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS07585	66.11	1018	1.98e-63
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS06415	66.07	1005	1.98e-63
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS07335	66.047	1022	6.91e-63
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS06205	66.239	1013	2.41e-62
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS05990	66.172	1011	2.94e-61
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS04460	67.169	597	8.43e-43
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS05190	67.816	435	4.98e-33
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS04290	71.315	251	2.4199999999999998e-24
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS07350	68.601	293	4.3700000000000005e-21
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS05630	66.382	351	6.49e-19
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS07365	76.991	113	2.76e-17
AIHAAB_05695	Borrelia ORF-A superfamily	gene-BB_RS05005	69.154	201	3.36e-16
AIHAAB_05700	group_2419	gene-BB_RS04540	88.235	68	2.44e-18
AIHAAB_05710	group_867	gene-BB_RS04980	100.0	849	0.0
AIHAAB_05710	group_867	gene-BB_RS07420	89.711	865	0.0
AIHAAB_05710	group_867	gene-BB_RS04430	89.199	861	0.0
AIHAAB_05710	group_867	gene-BB_RS04395	76.471	119	6.05e-18
AIHAAB_05735	Bbk46-like	gene-BB_RS04955	100.0	627	0.0
AIHAAB_05735	Bbk46-like	gene-BB_RS04965	73.827	554	1.54e-93
AIHAAB_05735	Bbk46-like	gene-BB_RS04920	68.668	383	1.88e-35
AIHAAB_05735	Bbk46-like	gene-BB_RS04950	69.434	265	3.18e-26
AIHAAB_05750	group_432	gene-BB_RS07565	98.87	354	1.73e-178
AIHAAB_05750	group_432	gene-BB_RS06395	98.588	354	7.37e-177
AIHAAB_05750	group_432	gene-BB_RS07240	98.305	354	8.979999999999999e-176
AIHAAB_05750	group_432	gene-BB_RS06610	98.023	354	3.82e-174
AIHAAB_05750	group_432	gene-BB_RS07025	97.74	354	4.65e-173
AIHAAB_05750	group_432	gene-BB_RS06815	96.893	354	1.02e-168
AIHAAB_05750	group_432	gene-BB_RS06180	96.893	354	1.02e-168
AIHAAB_05750	group_432	gene-BB_RS05970	92.655	354	1.25e-148
AIHAAB_05755	group_1050	gene-BB_RS06400	100.0	501	0.0
AIHAAB_05755	group_1050	gene-BB_RS07245	84.712	556	0.0
AIHAAB_05755	group_1050	gene-BB_RS07030	82.585	557	3.9700000000000004e-163
AIHAAB_05755	group_1050	gene-BB_RS06190	77.377	610	1.58e-155
AIHAAB_05755	group_1050	gene-BB_RS06820	77.25	589	2.06e-141
AIHAAB_05755	group_1050	gene-BB_RS07570	80.046	436	3.49e-113
AIHAAB_05755	group_1050	gene-BB_RS04660	73.945	403	8.79e-64
AIHAAB_05755	group_1050	gene-BB_RS05700	78.014	282	1.07e-62
AIHAAB_05755	group_1050	gene-BB_RS04345	74.317	366	5.55e-60
AIHAAB_05755	group_1050	gene-BB_RS06650	81.443	194	1.3899999999999998e-48
AIHAAB_05755	group_1050	gene-BB_RS07605	81.25	192	1.07e-43
AIHAAB_05755	group_1050	gene-BB_RS06225	82.353	170	6.77e-40
AIHAAB_05755	group_1050	gene-BB_RS07280	82.667	150	2.21e-33
AIHAAB_05755	group_1050	gene-BB_RS06855	71.898	274	2.69e-32
AIHAAB_05755	group_1050	gene-BB_RS06010	80.62	129	3.07e-25
AIHAAB_05755	group_1050	gene-BB_RS07065	72.396	192	3.75e-24
AIHAAB_05755	group_1050	gene-BB_RS06435	81.081	74	1.15e-11
AIHAAB_05760	mlpD	gene-BB_RS06405	100.0	423	0.0
AIHAAB_05760	mlpD	gene-BB_RS07250	85.511	421	5.63e-135
AIHAAB_05760	mlpD	gene-BB_RS06620	81.507	438	4.63e-117
AIHAAB_05760	mlpD	gene-BB_RS07035	80.778	437	2.92e-113
AIHAAB_05760	mlpD	gene-BB_RS05980	80.787	432	3.56e-112
AIHAAB_05760	mlpD	gene-BB_RS06825	84.181	354	9.55e-107
AIHAAB_05760	mlpD	gene-BB_RS06195	81.408	355	1.51e-91
AIHAAB_05760	mlpD	gene-BB_RS07575	76.471	153	1.0899999999999999e-23
AIHAAB_05765	group_503	gene-BB_RS06410	100.0	1011	0.0
AIHAAB_05765	group_503	gene-BB_RS06830	88.692	1017	0.0
AIHAAB_05765	group_503	gene-BB_RS07255	90.764	942	0.0
AIHAAB_05765	group_503	gene-BB_RS05985	87.697	1016	0.0
AIHAAB_05765	group_503	gene-BB_RS07040	87.697	1016	0.0
AIHAAB_05765	group_503	gene-BB_RS06200	83.069	567	8.76e-169
AIHAAB_05765	group_503	gene-BB_RS07580	80.105	573	1.3e-147
AIHAAB_05765	group_503	gene-BB_RS06625	80.105	573	1.3e-147
AIHAAB_05765	group_503	gene-BB_RS06460	82.152	409	5.92e-114
AIHAAB_05765	group_503	gene-BB_RS05450	76.779	534	1.3000000000000002e-109
AIHAAB_05765	group_503	gene-BB_RS07610	100.0	50	2.08e-18
AIHAAB_05765	group_503	gene-BB_RS06860	100.0	50	2.08e-18
AIHAAB_05765	group_503	gene-BB_RS06015	100.0	50	2.08e-18
AIHAAB_05765	group_503	gene-BB_RS06440	100.0	50	2.08e-18
AIHAAB_05765	group_503	gene-BB_RS07285	100.0	50	2.08e-18
AIHAAB_05765	group_503	gene-BB_RS07070	100.0	50	2.08e-18
AIHAAB_05765	group_503	gene-BB_RS06230	100.0	50	2.08e-18
AIHAAB_05765	group_503	gene-BB_RS06655	92.0	50	5.57e-13
AIHAAB_05780	group_2421	gene-BB_RS06425	100.0	756	0.0
AIHAAB_05780	group_2421	gene-BB_RS05780	73.563	609	6.96e-99
AIHAAB_05780	group_2421	gene-BB_RS04370	68.602	758	7.950000000000001e-73
AIHAAB_05780	group_2421	gene-BB_RS07340	67.111	751	6.53e-55
AIHAAB_05780	group_2421	gene-BB_RS04885	67.218	726	3.38e-52
AIHAAB_05780	group_2421	gene-BB_RS07440	66.843	757	5.02e-50
AIHAAB_05780	group_2421	gene-BB_RS05745	66.316	760	9.08e-47
AIHAAB_05780	group_2421	gene-BB_RS04715	65.217	759	1.5400000000000002e-37
AIHAAB_05780	group_2421	gene-BB_RS04530	67.037	540	1.1800000000000001e-32
AIHAAB_05780	group_2421	gene-BB_RS06845	91.667	84	3.1700000000000002e-27
AIHAAB_05780	group_2421	gene-BB_RS07270	78.049	164	3.86e-26
AIHAAB_05780	group_2421	gene-BB_RS07055	76.875	160	3.86e-26
AIHAAB_05780	group_2421	gene-BB_RS06640	78.986	138	4.7099999999999995e-25
AIHAAB_05780	group_2421	gene-BB_RS06000	98.438	64	1.64e-24
AIHAAB_05780	group_2421	gene-BB_RS06215	96.875	64	2e-23
AIHAAB_05780	group_2421	gene-BB_RS07595	96.774	62	2.44e-22
AIHAAB_05785	group_1921	gene-BB_RS06430	100.0	546	0.0
AIHAAB_05785	group_1921	gene-BB_RS06645	86.782	174	1.6199999999999998e-54
AIHAAB_05785	group_1921	gene-BB_RS05055	72.104	423	2.94e-51
AIHAAB_05785	group_1921	gene-BB_RS07275	84.971	173	3.58e-50
AIHAAB_05785	group_1921	gene-BB_RS06005	82.081	173	4.08e-43
AIHAAB_05785	group_1921	gene-BB_RS05445	82.738	168	4.08e-43
AIHAAB_05785	group_1921	gene-BB_RS07600	81.609	174	1.4199999999999999e-42
AIHAAB_05785	group_1921	gene-BB_RS07060	78.736	174	1.63e-35
AIHAAB_05785	group_1921	gene-BB_RS06220	78.736	174	1.63e-35
AIHAAB_05785	group_1921	gene-BB_RS05775	68.215	409	3.5800000000000004e-31
AIHAAB_05785	group_1921	gene-BB_RS06850	76.879	173	3.5800000000000004e-31
AIHAAB_05785	group_1921	gene-BB_RS05205	76.596	141	6.06e-22
AIHAAB_05785	group_1921	gene-BB_RS07435	69.565	207	5.68e-16
AIHAAB_05785	group_1921	gene-BB_RS04445	70.922	141	4.37e-11
AIHAAB_05790	group_1126	gene-BB_RS06435	100.0	279	2.59e-143
AIHAAB_05790	group_1126	gene-BB_RS06010	74.725	273	2.1400000000000002e-49
AIHAAB_05790	group_1126	gene-BB_RS07065	73.077	286	6.9800000000000005e-43
AIHAAB_05790	group_1126	gene-BB_RS07280	73.518	253	1.04e-40
AIHAAB_05790	group_1126	gene-BB_RS06855	72.881	236	1.8700000000000002e-37
AIHAAB_05790	group_1126	gene-BB_RS06650	72.034	236	9.71e-35
AIHAAB_05790	group_1126	gene-BB_RS07605	73.684	209	1.18e-33
AIHAAB_05790	group_1126	gene-BB_RS06225	73.684	209	1.18e-33
AIHAAB_05790	group_1126	gene-BB_RS07570	84.286	70	1.18e-14
AIHAAB_05830	group_3338	gene-BB_RS05680	100.0	741	0.0
AIHAAB_05835	Uncharacterized protein BBD22	gene-BB_RS05685	100.0	270	1.9199999999999998e-138
AIHAAB_05850	group_3224	gene-BB_RS05685	100.0	270	1.9199999999999998e-138
AIHAAB_05855	group_3334	gene-BB_RS05680	99.865	741	0.0
AIHAAB_05860	group_217	gene-BB_RS06480	99.778	1353	0.0
AIHAAB_05860	group_217	gene-BB_RS06265	97.487	1353	0.0
AIHAAB_05860	group_217	gene-BB_RS07320	97.413	1353	0.0
AIHAAB_05860	group_217	gene-BB_RS06685	97.044	1353	0.0
AIHAAB_05860	group_217	gene-BB_RS07105	96.452	1353	0.0
AIHAAB_05860	group_217	gene-BB_RS06050	96.305	1353	0.0
AIHAAB_05860	group_217	gene-BB_RS07640	94.531	1353	0.0
AIHAAB_05860	group_217	gene-BB_RS06895	94.531	1353	0.0
AIHAAB_05860	group_217	gene-BB_RS05235	67.077	568	6.55e-39
AIHAAB_05865	DUF603 domain-containing protein	gene-BB_RS06475	100.0	567	0.0
AIHAAB_05865	DUF603 domain-containing protein	gene-BB_RS07315	93.651	567	0.0
AIHAAB_05865	DUF603 domain-containing protein	gene-BB_RS06045	91.182	567	0.0
AIHAAB_05865	DUF603 domain-containing protein	gene-BB_RS07100	91.182	567	0.0
AIHAAB_05865	DUF603 domain-containing protein	gene-BB_RS06260	90.653	567	0.0
AIHAAB_05865	DUF603 domain-containing protein	gene-BB_RS06890	88.536	567	0.0
AIHAAB_05865	DUF603 domain-containing protein	gene-BB_RS06680	88.536	567	0.0
AIHAAB_05865	DUF603 domain-containing protein	gene-BB_RS07635	88.36	567	0.0
AIHAAB_05870	group_804	gene-BB_RS06470	100.0	528	0.0
AIHAAB_05870	group_804	gene-BB_RS06885	92.979	527	0.0
AIHAAB_05870	group_804	gene-BB_RS07310	73.18	522	3.2299999999999996e-82
AIHAAB_05870	group_804	gene-BB_RS07630	65.478	533	2.8400000000000004e-32
AIHAAB_05870	group_804	gene-BB_RS06040	65.363	537	1.47e-29
AIHAAB_05870	group_804	gene-BB_RS07095	65.177	537	1.79e-28
AIHAAB_05875	erpY	gene-BB_RS06465	100.0	675	0.0
AIHAAB_05875	erpY	gene-BB_RS06875	80.429	700	0.0
AIHAAB_05875	erpY	gene-BB_RS06670	73.721	430	2.31e-66
AIHAAB_05875	erpY	gene-BB_RS06245	68.391	348	1.9000000000000002e-29
AIHAAB_05875	erpY	gene-BB_RS07625	74.242	198	8.08e-28
AIHAAB_05875	erpY	gene-BB_RS06030	87.5	64	2.47e-15
AIHAAB_05875	erpY	gene-BB_RS07085	87.5	64	2.47e-15
AIHAAB_05875	erpY	gene-BB_RS07305	78.889	90	8.63e-15
AIHAAB_05875	erpY	gene-BB_RS06035	78.889	90	3.01e-14
AIHAAB_05875	erpY	gene-BB_RS07090	78.889	90	3.01e-14
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS06460	100.0	816	0.0
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS07040	81.166	446	1.77e-119
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS05985	80.942	446	7.52e-118
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS06830	81.542	428	3.2e-116
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS06410	82.152	409	4.75e-114
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS06200	80.872	413	4.4499999999999996e-108
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS07255	77.898	371	2.6300000000000003e-79
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS06625	73.497	449	8.600000000000001e-73
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS07580	73.131	428	2.3099999999999997e-67
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS05450	72.749	422	1.46e-63
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS06030	72.222	324	1.46e-44
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS07085	72.222	324	1.46e-44
AIHAAB_05880	Borrelia outer surface protein E	gene-BB_RS07300	72.308	325	6.200000000000001e-43
AIHAAB_05885	erpH	gene-BB_RS06245	98.387	62	2.2799999999999998e-24
AIHAAB_05885	erpH	gene-BB_RS06875	85.507	69	3.17e-16
AIHAAB_05885	erpH	gene-BB_RS07300	77.228	101	3.17e-16
AIHAAB_05885	erpH	gene-BB_RS06030	76.238	101	1.35e-14
AIHAAB_05885	erpH	gene-BB_RS07085	76.238	101	1.35e-14
AIHAAB_05885	erpH	gene-BB_RS07625	83.871	62	2e-12
AIHAAB_05885	erpH	gene-BB_RS06465	81.159	69	6.98e-12
AIHAAB_05890	Putative phage integrase	gene-BB_RS06450	100.0	795	0.0
AIHAAB_05890	Putative phage integrase	gene-BB_RS06240	94.591	795	0.0
AIHAAB_05890	Putative phage integrase	gene-BB_RS07620	85.283	795	0.0
AIHAAB_05890	Putative phage integrase	gene-BB_RS06025	82.206	798	0.0
AIHAAB_05890	Putative phage integrase	gene-BB_RS07080	82.183	797	0.0
AIHAAB_05890	Putative phage integrase	gene-BB_RS06870	81.43	797	0.0
AIHAAB_05890	Putative phage integrase	gene-BB_RS06665	81.179	797	0.0
AIHAAB_05890	Putative phage integrase	gene-BB_RS07295	80.528	796	0.0
AIHAAB_05890	Putative phage integrase	gene-BB_RS05470	78.661	717	8.33e-168
AIHAAB_05890	Putative phage integrase	gene-BB_RS07790	70.548	292	2.2500000000000002e-29
AIHAAB_05895	group_559	gene-BB_RS06445	100.0	426	0.0
AIHAAB_05895	group_559	gene-BB_RS07290	96.948	426	0.0
AIHAAB_05895	group_559	gene-BB_RS07615	95.775	426	0.0
AIHAAB_05895	group_559	gene-BB_RS06660	95.54	426	0.0
AIHAAB_05895	group_559	gene-BB_RS06865	95.305	426	0.0
AIHAAB_05895	group_559	gene-BB_RS07075	95.305	426	0.0
AIHAAB_05895	group_559	gene-BB_RS06020	94.601	426	0.0
AIHAAB_05895	group_559	gene-BB_RS06235	92.958	426	0.0
AIHAAB_05940	group_778	gene-BB_RS04690	100.0	906	0.0
AIHAAB_05940	group_778	gene-BB_RS04405	81.739	920	0.0
AIHAAB_05940	group_778	gene-BB_RS04500	76.098	615	1.97e-119
AIHAAB_05940	group_778	gene-BB_RS04835	75.689	617	1.85e-113
AIHAAB_05945	group_1131	gene-BB_RS04670	100.0	285	1.4699999999999998e-146
AIHAAB_05945	group_1131	gene-BB_RS04485	84.099	283	1.38e-83
AIHAAB_05945	group_1131	gene-BB_RS04380	76.623	231	8.709999999999999e-42
AIHAAB_05945	group_1131	gene-BB_RS07425	74.205	283	3.7e-40
AIHAAB_05945	group_1131	gene-BB_RS05035	71.287	202	3.71e-21
AIHAAB_05945	group_1131	gene-BB_RS05065	69.124	217	9.94e-16
AIHAAB_05950	group_1923	gene-BB_RS04670	100.0	186	5.08e-93
AIHAAB_05950	group_1923	gene-BB_RS04485	93.085	188	1.7800000000000002e-73
AIHAAB_05950	group_1923	gene-BB_RS04380	76.042	192	5.82e-29
AIHAAB_05950	group_1923	gene-BB_RS05065	85.0	80	1.2e-18
AIHAAB_05950	group_1923	gene-BB_RS05080	83.562	73	7.57e-15
AIHAAB_05950	group_1923	gene-BB_RS07705	81.25	80	2.64e-14
AIHAAB_05950	group_1923	gene-BB_RS05035	81.25	80	2.64e-14
AIHAAB_05955	group_940	gene-BB_RS07415	100.0	363	0.0
AIHAAB_05955	group_940	gene-BB_RS05110	91.489	329	3.02e-131
AIHAAB_05955	group_940	gene-BB_RS04985	89.97	329	1.2000000000000002e-123
AIHAAB_05960	group_2422	gene-BB_RS07420	100.0	411	0.0
AIHAAB_05960	group_2422	gene-BB_RS04430	93.086	405	1.9e-172
AIHAAB_05960	group_2422	gene-BB_RS04980	91.688	385	3.02e-157
AIHAAB_05960	group_2422	gene-BB_RS04395	78.632	117	5.490000000000001e-21
AIHAAB_05965	group_2423	gene-BB_RS07420	100.0	109	3.39e-51
AIHAAB_05965	group_2423	gene-BB_RS04430	96.33	109	9.099999999999999e-46
AIHAAB_05965	group_2423	gene-BB_RS04980	93.578	109	2e-41
AIHAAB_05970	group_2424	gene-BB_RS07425	99.867	753	0.0
AIHAAB_05970	group_2424	gene-BB_RS04485	70.759	619	8.450000000000001e-79
AIHAAB_05970	group_2424	gene-BB_RS04670	71.542	629	1.5300000000000001e-75
AIHAAB_05970	group_2424	gene-BB_RS07705	69.162	668	7.409999999999999e-67
AIHAAB_05970	group_2424	gene-BB_RS04380	68.38	642	1.26e-57
AIHAAB_05970	group_2424	gene-BB_RS05080	66.878	631	6.09e-49
AIHAAB_05970	group_2424	gene-BB_RS05065	65.242	702	5.34e-37
AIHAAB_05970	group_2424	gene-BB_RS05035	66.298	543	9.66e-34
AIHAAB_05970	group_2424	gene-BB_RS05635	73.892	203	1.1e-26
AIHAAB_05975	group_2425	gene-BB_RS07430	100.0	464	0.0
AIHAAB_05975	group_2425	gene-BB_RS04510	93.023	473	0.0
AIHAAB_05975	group_2425	gene-BB_RS05075	77.074	458	6.54e-97
AIHAAB_05975	group_2425	gene-BB_RS05120	69.925	399	6.5499999999999995e-40
AIHAAB_05975	group_2425	gene-BB_RS07810	83.2	125	4.7200000000000004e-29
AIHAAB_05975	group_2425	gene-BB_RS04415	72.189	169	1.44e-16
AIHAAB_05980	group_2426	gene-BB_RS07435	100.0	600	0.0
AIHAAB_05980	group_2426	gene-BB_RS04900	72.546	601	3.76e-83
AIHAAB_05980	group_2426	gene-BB_RS04710	72.427	515	1.5e-75
AIHAAB_05980	group_2426	gene-BB_RS04375	70.489	532	2.53e-66
AIHAAB_05980	group_2426	gene-BB_RS05100	71.065	432	1.5000000000000002e-56
AIHAAB_05980	group_2426	gene-BB_RS07800	83.099	142	7.77e-35
AIHAAB_05980	group_2426	gene-BB_RS06430	69.565	207	7.77e-16
AIHAAB_05985	group_1532	gene-BB_RS07440	100.0	762	0.0
AIHAAB_05985	group_1532	gene-BB_RS04370	75.1	747	1.76e-144
AIHAAB_05985	group_1532	gene-BB_RS04885	74.731	744	5.75e-138
AIHAAB_05985	group_1532	gene-BB_RS05745	72.021	747	1.54e-113
AIHAAB_05985	group_1532	gene-BB_RS04715	71.921	755	2.29e-111
AIHAAB_05985	group_1532	gene-BB_RS07340	70.884	735	8.55e-98
AIHAAB_05985	group_1532	gene-BB_RS05780	67.779	689	2.99e-59
AIHAAB_05985	group_1532	gene-BB_RS06425	66.843	757	5.06e-50
AIHAAB_05985	group_1532	gene-BB_RS05050	83.951	81	6.59e-17
AIHAAB_05985	group_1532	gene-BB_RS07875	76.364	110	1.45e-12
AIHAAB_05990	group_2427	gene-BB_RS07445	100.0	537	0.0
AIHAAB_05990	group_2427	gene-BB_RS04720	74.455	505	3.51e-88
AIHAAB_05990	group_2427	gene-BB_RS05750	70.45	511	7.250000000000001e-59
AIHAAB_05990	group_2427	gene-BB_RS04365	68.911	505	5.2199999999999997e-48
AIHAAB_05990	group_2427	gene-BB_RS05045	67.062	337	1.08e-18
AIHAAB_05990	group_2427	gene-BB_RS05810	70.946	148	3.52e-12
AIHAAB_05995	group_2428	gene-BB_RS07450	100.0	258	8.04e-132
AIHAAB_05995	group_2428	gene-BB_RS07125	100.0	90	1.2799999999999998e-40
AIHAAB_05995	group_2428	gene-BB_RS07455	100.0	89	4.4699999999999995e-40
AIHAAB_05995	group_2428	gene-BB_RS06285	98.889	90	5.44e-39
AIHAAB_05995	group_2428	gene-BB_RS06500	98.889	90	5.44e-39
AIHAAB_05995	group_2428	gene-BB_RS04360	77.295	207	6.63e-38
AIHAAB_05995	group_2428	gene-BB_RS04895	74.879	207	2.17e-31
AIHAAB_05995	group_2428	gene-BB_RS04725	74.112	197	3.22e-29
AIHAAB_05995	group_2428	gene-BB_RS06705	89.888	89	1.3700000000000001e-27
AIHAAB_05995	group_2428	gene-BB_RS05860	88.764	89	1.6700000000000002e-26
AIHAAB_05995	group_2428	gene-BB_RS06915	88.764	89	1.6700000000000002e-26
AIHAAB_05995	group_2428	gene-BB_RS06070	88.764	89	1.6700000000000002e-26
AIHAAB_06000	group_752	gene-BB_RS04775	100.0	1059	0.0
AIHAAB_06000	group_752	gene-BB_RS04770	69.388	784	8.64e-87
AIHAAB_06005	group_1296	gene-BB_RS04770	100.0	1071	0.0
AIHAAB_06005	group_1296	gene-BB_RS04775	69.388	784	8.74e-87
AIHAAB_06010	group_1928	gene-BB_RS06205	95.177	1099	0.0
AIHAAB_06010	group_1928	gene-BB_RS05990	94.732	1101	0.0
AIHAAB_06010	group_1928	gene-BB_RS06630	94.55	1101	0.0
AIHAAB_06010	group_1928	gene-BB_RS06415	88.374	1101	0.0
AIHAAB_06010	group_1928	gene-BB_RS07045	87.625	1099	0.0
AIHAAB_06010	group_1928	gene-BB_RS06835	87.614	1098	0.0
AIHAAB_06010	group_1928	gene-BB_RS07585	87.261	1099	0.0
AIHAAB_06010	group_1928	gene-BB_RS07260	87.047	1104	0.0
AIHAAB_06010	group_1928	gene-BB_RS05435	81.104	1069	0.0
AIHAAB_06010	group_1928	gene-BB_RS07395	79.964	1098	0.0
AIHAAB_06010	group_1928	gene-BB_RS07335	80.915	1027	0.0
AIHAAB_06010	group_1928	gene-BB_RS04520	78.491	1060	0.0
AIHAAB_06010	group_1928	gene-BB_RS05040	72.227	1055	1.02e-155
AIHAAB_06010	group_1928	gene-BB_RS07350	82.39	477	1.5199999999999999e-134
AIHAAB_06010	group_1928	gene-BB_RS05630	75.667	600	9.59e-112
AIHAAB_06010	group_1928	gene-BB_RS05790	66.96	1023	3.8200000000000004e-66
AIHAAB_06010	group_1928	gene-BB_RS07365	85.475	179	4.98e-52
AIHAAB_06010	group_1928	gene-BB_RS04290	75.502	249	2.94e-42
AIHAAB_06010	group_1928	gene-BB_RS05190	69.178	292	2.95e-23
AIHAAB_06015	group_495	gene-BB_RS06210	95.767	567	0.0
AIHAAB_06015	group_495	gene-BB_RS05995	95.414	567	0.0
AIHAAB_06015	group_495	gene-BB_RS06840	94.709	567	0.0
AIHAAB_06015	group_495	gene-BB_RS06635	94.709	567	0.0
AIHAAB_06015	group_495	gene-BB_RS06420	94.533	567	0.0
