Source	Target	Weight
cds-WP_010883743.1-2	cds-WP_010890269.1	138
cds-WP_010883823.1	cds-WP_010883791.1	764
cds-WP_010883823.1	cds-WP_010883892.1	761
cds-WP_010883823.1	cds-WP_157659661.1	149
cds-WP_010883823.1	cds-WP_010883905.1	600
cds-WP_010883823.1	cds-WP_044283653.1	299
cds-WP_010883823.1	cds-WP_010890603.1	540
cds-WP_010883823.1	cds-WP_010883900.1	476
cds-WP_010883823.1	cds-BB_RS04515	453
cds-WP_010883823.1	cds-BB_RS05630	358
cds-WP_010883823.1	cds-WP_010258562.1	341
cds-WP_010883823.1	cds-WP_244264097.1	206
cds-WP_010883823.1	cds-WP_010890269.1	143
cds-WP_010883823.1	cds-WP_002657157.1	4
cds-WP_010883791.1	cds-WP_010883892.1	764
cds-WP_010883791.1	cds-WP_157659661.1	149
cds-WP_010883791.1	cds-WP_010883905.1	603
cds-WP_010883791.1	cds-WP_044283653.1	299
cds-WP_010883791.1	cds-WP_010890603.1	543
cds-WP_010883791.1	cds-WP_010883900.1	479
cds-WP_010883791.1	cds-BB_RS04515	456
cds-WP_010883791.1	cds-BB_RS05630	361
cds-WP_010883791.1	cds-WP_010258562.1	344
cds-WP_010883791.1	cds-WP_244264097.1	206
cds-WP_010883791.1	cds-WP_010890269.1	146
cds-WP_010883791.1	cds-WP_002657157.1	7
cds-WP_010883892.1	cds-WP_157659661.1	149
cds-WP_010883892.1	cds-WP_010883905.1	606
cds-WP_010883892.1	cds-WP_044283653.1	299
cds-WP_010883892.1	cds-WP_010890603.1	546
cds-WP_010883892.1	cds-WP_010883900.1	482
cds-WP_010883892.1	cds-BB_RS04515	459
cds-WP_010883892.1	cds-BB_RS05630	364
cds-WP_010883892.1	cds-WP_010258562.1	347
cds-WP_010883892.1	cds-WP_244264097.1	206
cds-WP_010883892.1	cds-WP_010890269.1	149
cds-WP_010883892.1	cds-WP_002657157.1	10
cds-WP_157659661.1	cds-WP_010883905.1	63
cds-WP_157659661.1	cds-WP_044283653.1	30
cds-WP_157659661.1	cds-WP_010890603.1	3
cds-WP_010883905.1	cds-WP_044283653.1	299
cds-WP_010883905.1	cds-WP_010890603.1	692
cds-WP_010883905.1	cds-WP_010883900.1	628
cds-WP_010883905.1	cds-BB_RS04515	605
cds-WP_010883905.1	cds-BB_RS05630	510
cds-WP_010883905.1	cds-WP_010258562.1	493
cds-WP_010883905.1	cds-WP_244264097.1	206
cds-WP_010883905.1	cds-WP_010890269.1	179
cds-WP_010883905.1	cds-WP_002657157.1	156
cds-WP_010883905.1	cds-WP_010257433.1	128
cds-WP_010883905.1	cds-WP_044283624.1	127
cds-WP_010883905.1	cds-WP_012662345.1	127
cds-WP_010883905.1	cds-WP_044283624.1-2	127
cds-WP_010883905.1	cds-WP_010883824.1	123
cds-WP_010883905.1	cds-WP_010883792.1	120
cds-WP_010883905.1	cds-BB_RS07130	117
cds-WP_010883905.1	cds-WP_020948671.1	101
cds-WP_044283653.1	cds-WP_010890603.1	272
cds-WP_044283653.1	cds-WP_010883900.1	208
cds-WP_044283653.1	cds-BB_RS04515	185
cds-WP_044283653.1	cds-BB_RS05630	90
cds-WP_044283653.1	cds-WP_010258562.1	73
cds-WP_010890603.1	cds-WP_010883900.1	788
cds-WP_010890603.1	cds-BB_RS04515	821
cds-WP_010890603.1	cds-BB_RS05630	610
cds-WP_010890603.1	cds-WP_010258562.1	709
cds-WP_010890603.1	cds-WP_244264097.1	206
cds-WP_010890603.1	cds-WP_010890269.1	179
cds-WP_010890603.1	cds-WP_002657157.1	372
cds-WP_010890603.1	cds-WP_010257433.1	344
cds-WP_010890603.1	cds-WP_044283624.1	343
cds-WP_010890603.1	cds-WP_012662345.1	343
cds-WP_010890603.1	cds-WP_044283624.1-2	343
cds-WP_010890603.1	cds-WP_010883824.1	339
cds-WP_010890603.1	cds-WP_010883792.1	336
cds-WP_010890603.1	cds-BB_RS07130	333
cds-WP_010890603.1	cds-WP_020948671.1	317
cds-WP_010890603.1	cds-WP_012614973.1	122
cds-WP_010890603.1	cds-WP_231001455.1	99
cds-WP_010890603.1	cds-BB_RS07430	89
cds-WP_010890603.1	cds-WP_010890270.1	30
cds-WP_010890603.1	cds-WP_231001444.1	20
cds-WP_010883900.1	cds-BB_RS04515	765
cds-WP_010883900.1	cds-BB_RS05630	610
cds-WP_010883900.1	cds-WP_010258562.1	653
cds-WP_010883900.1	cds-WP_244264097.1	206
cds-WP_010883900.1	cds-WP_010890269.1	179
cds-WP_010883900.1	cds-WP_002657157.1	316
cds-WP_010883900.1	cds-WP_010257433.1	288
cds-WP_010883900.1	cds-WP_044283624.1	287
cds-WP_010883900.1	cds-WP_012662345.1	287
cds-WP_010883900.1	cds-WP_044283624.1-2	287
cds-WP_010883900.1	cds-WP_010883824.1	283
cds-WP_010883900.1	cds-WP_010883792.1	280
cds-WP_010883900.1	cds-BB_RS07130	277
cds-WP_010883900.1	cds-WP_020948671.1	261
cds-WP_010883900.1	cds-WP_012614973.1	66
cds-WP_010883900.1	cds-WP_231001455.1	43
cds-WP_010883900.1	cds-BB_RS07430	33
cds-BB_RS04515	cds-BB_RS05630	610
cds-BB_RS04515	cds-WP_010258562.1	1053
cds-BB_RS04515	cds-WP_244264097.1	206
cds-BB_RS04515	cds-WP_010890269.1	179
cds-BB_RS04515	cds-WP_002657157.1	716
cds-BB_RS04515	cds-WP_010257433.1	572
cds-BB_RS04515	cds-WP_044283624.1	572
cds-BB_RS04515	cds-WP_012662345.1	572
cds-BB_RS04515	cds-WP_044283624.1-2	572
cds-BB_RS04515	cds-WP_010883824.1	575
cds-BB_RS04515	cds-WP_010883792.1	575
cds-BB_RS04515	cds-BB_RS07130	574
cds-BB_RS04515	cds-WP_020948671.1	661
cds-BB_RS04515	cds-WP_012614973.1	140
cds-BB_RS04515	cds-WP_231001455.1	206
cds-BB_RS04515	cds-BB_RS07430	433
cds-BB_RS04515	cds-WP_010890270.1	167
cds-BB_RS04515	cds-WP_231001444.1	47
cds-BB_RS04515	cds-WP_012665263.1	137
cds-BB_RS04515	cds-WP_010890604.1	203
cds-BB_RS04515	cds-WP_010890314.1	164
cds-BB_RS04515	cds-WP_044283669.1	133
cds-BB_RS04515	cds-WP_002658423.1-3	94
cds-BB_RS04515	cds-WP_002658423.1	93
cds-BB_RS04515	cds-WP_002658423.1-2	93
cds-BB_RS04515	cds-WP_002658423.1-4	93
cds-BB_RS04515	cds-WP_010883814.1	86
cds-BB_RS04515	cds-WP_010883774.1	83
cds-BB_RS04515	cds-BB_RS07135	81
cds-BB_RS04515	cds-WP_231033839.1	29
cds-BB_RS05630	cds-WP_010258562.1	593
cds-BB_RS05630	cds-WP_244264097.1	206
cds-BB_RS05630	cds-WP_010890269.1	179
cds-BB_RS05630	cds-WP_002657157.1	256
cds-BB_RS05630	cds-WP_010257433.1	228
cds-BB_RS05630	cds-WP_044283624.1	227
cds-BB_RS05630	cds-WP_012662345.1	227
cds-BB_RS05630	cds-WP_044283624.1-2	227
cds-BB_RS05630	cds-WP_010883824.1	223
cds-BB_RS05630	cds-WP_010883792.1	220
cds-BB_RS05630	cds-BB_RS07130	217
cds-BB_RS05630	cds-WP_020948671.1	201
cds-BB_RS05630	cds-WP_012614973.1	6
cds-WP_010258562.1	cds-WP_244264097.1	206
cds-WP_010258562.1	cds-WP_010890269.1	179
cds-WP_010258562.1	cds-WP_002657157.1	916
cds-WP_010258562.1	cds-WP_010257433.1	572
cds-WP_010258562.1	cds-WP_044283624.1	572
cds-WP_010258562.1	cds-WP_012662345.1	572
cds-WP_010258562.1	cds-WP_044283624.1-2	572
cds-WP_010258562.1	cds-WP_010883824.1	575
cds-WP_010258562.1	cds-WP_010883792.1	575
cds-WP_010258562.1	cds-BB_RS07130	574
cds-WP_010258562.1	cds-WP_020948671.1	861
cds-WP_010258562.1	cds-WP_012614973.1	140
cds-WP_010258562.1	cds-WP_231001455.1	206
cds-WP_010258562.1	cds-BB_RS07430	463
cds-WP_010258562.1	cds-WP_010890270.1	167
cds-WP_010258562.1	cds-WP_231001444.1	47
cds-WP_010258562.1	cds-WP_012665263.1	137
cds-WP_010258562.1	cds-WP_010890604.1	403
cds-WP_010258562.1	cds-WP_010890314.1	364
cds-WP_010258562.1	cds-WP_044283669.1	333
cds-WP_010258562.1	cds-WP_002658423.1-3	294
cds-WP_010258562.1	cds-WP_002658423.1	293
cds-WP_010258562.1	cds-WP_002658423.1-2	293
cds-WP_010258562.1	cds-WP_002658423.1-4	293
cds-WP_010258562.1	cds-WP_010883814.1	286
cds-WP_010258562.1	cds-WP_010883774.1	283
cds-WP_010258562.1	cds-BB_RS07135	281
cds-WP_010258562.1	cds-WP_231033839.1	155
cds-WP_010258562.1	cds-WP_010258204.1	172
cds-WP_244264097.1	cds-WP_010890269.1	141
cds-WP_244264097.1	cds-WP_002657157.1	2
cds-WP_010890269.1	cds-WP_002657157.1	40
cds-WP_010890269.1	cds-WP_010257433.1	12
cds-WP_010890269.1	cds-WP_044283624.1	11
cds-WP_010890269.1	cds-WP_012662345.1	11
cds-WP_010890269.1	cds-WP_044283624.1-2	11
cds-WP_010890269.1	cds-WP_010883824.1	7
cds-WP_010890269.1	cds-WP_010883792.1	4
cds-WP_010890269.1	cds-BB_RS07130	1
cds-WP_002657157.1	cds-WP_010257433.1	572
cds-WP_002657157.1	cds-WP_044283624.1	572
cds-WP_002657157.1	cds-WP_012662345.1	572
cds-WP_002657157.1	cds-WP_044283624.1-2	572
cds-WP_002657157.1	cds-WP_010883824.1	575
cds-WP_002657157.1	cds-WP_010883792.1	575
cds-WP_002657157.1	cds-BB_RS07130	574
cds-WP_002657157.1	cds-WP_020948671.1	937
cds-WP_002657157.1	cds-WP_012614973.1	140
cds-WP_002657157.1	cds-WP_231001455.1	206
cds-WP_002657157.1	cds-BB_RS07430	463
cds-WP_002657157.1	cds-WP_010890270.1	167
cds-WP_002657157.1	cds-WP_231001444.1	47
cds-WP_002657157.1	cds-WP_012665263.1	137
cds-WP_002657157.1	cds-WP_010890604.1	479
cds-WP_002657157.1	cds-WP_010890314.1	440
cds-WP_002657157.1	cds-WP_044283669.1	392
cds-WP_002657157.1	cds-WP_002658423.1-3	370
cds-WP_002657157.1	cds-WP_002658423.1	369
cds-WP_002657157.1	cds-WP_002658423.1-2	369
cds-WP_002657157.1	cds-WP_002658423.1-4	369
cds-WP_002657157.1	cds-WP_010883814.1	362
cds-WP_002657157.1	cds-WP_010883774.1	359
cds-WP_002657157.1	cds-BB_RS07135	357
cds-WP_002657157.1	cds-WP_231033839.1	155
cds-WP_002657157.1	cds-WP_010258204.1	248
cds-WP_002657157.1	cds-WP_012666107.1	52
cds-WP_010257433.1	cds-WP_044283624.1	571
cds-WP_010257433.1	cds-WP_012662345.1	571
cds-WP_010257433.1	cds-WP_044283624.1-2	571
cds-WP_010257433.1	cds-WP_010883824.1	567
cds-WP_010257433.1	cds-WP_010883792.1	564
cds-WP_010257433.1	cds-BB_RS07130	561
cds-WP_010257433.1	cds-WP_020948671.1	545
cds-WP_010257433.1	cds-WP_012614973.1	140
cds-WP_010257433.1	cds-WP_231001455.1	206
cds-WP_010257433.1	cds-BB_RS07430	317
cds-WP_010257433.1	cds-WP_010890270.1	167
cds-WP_010257433.1	cds-WP_231001444.1	47
cds-WP_010257433.1	cds-WP_012665263.1	137
cds-WP_010257433.1	cds-WP_010890604.1	87
cds-WP_010257433.1	cds-WP_010890314.1	48
cds-WP_010257433.1	cds-WP_044283669.1	17
cds-WP_044283624.1	cds-WP_012662345.1	572
cds-WP_044283624.1	cds-WP_044283624.1-2	572
cds-WP_044283624.1	cds-WP_010883824.1	568
cds-WP_044283624.1	cds-WP_010883792.1	565
cds-WP_044283624.1	cds-BB_RS07130	562
cds-WP_044283624.1	cds-WP_020948671.1	546
cds-WP_044283624.1	cds-WP_012614973.1	140
cds-WP_044283624.1	cds-WP_231001455.1	206
cds-WP_044283624.1	cds-BB_RS07430	318
cds-WP_044283624.1	cds-WP_010890270.1	167
cds-WP_044283624.1	cds-WP_231001444.1	47
cds-WP_044283624.1	cds-WP_012665263.1	137
cds-WP_044283624.1	cds-WP_010890604.1	88
cds-WP_044283624.1	cds-WP_010890314.1	49
cds-WP_044283624.1	cds-WP_044283669.1	18
cds-WP_012662345.1	cds-WP_044283624.1-2	572
cds-WP_012662345.1	cds-WP_010883824.1	568
cds-WP_012662345.1	cds-WP_010883792.1	565
cds-WP_012662345.1	cds-BB_RS07130	562
cds-WP_012662345.1	cds-WP_020948671.1	546
cds-WP_012662345.1	cds-WP_012614973.1	140
cds-WP_012662345.1	cds-WP_231001455.1	206
cds-WP_012662345.1	cds-BB_RS07430	318
cds-WP_012662345.1	cds-WP_010890270.1	167
cds-WP_012662345.1	cds-WP_231001444.1	47
cds-WP_012662345.1	cds-WP_012665263.1	137
cds-WP_012662345.1	cds-WP_010890604.1	88
cds-WP_012662345.1	cds-WP_010890314.1	49
cds-WP_012662345.1	cds-WP_044283669.1	18
cds-WP_044283624.1-2	cds-WP_010883824.1	568
cds-WP_044283624.1-2	cds-WP_010883792.1	565
cds-WP_044283624.1-2	cds-BB_RS07130	562
cds-WP_044283624.1-2	cds-WP_020948671.1	546
cds-WP_044283624.1-2	cds-WP_012614973.1	140
cds-WP_044283624.1-2	cds-WP_231001455.1	206
cds-WP_044283624.1-2	cds-BB_RS07430	318
cds-WP_044283624.1-2	cds-WP_010890270.1	167
cds-WP_044283624.1-2	cds-WP_231001444.1	47
cds-WP_044283624.1-2	cds-WP_012665263.1	137
cds-WP_044283624.1-2	cds-WP_010890604.1	88
cds-WP_044283624.1-2	cds-WP_010890314.1	49
cds-WP_044283624.1-2	cds-WP_044283669.1	18
cds-WP_010883824.1	cds-WP_010883792.1	572
cds-WP_010883824.1	cds-BB_RS07130	569
cds-WP_010883824.1	cds-WP_020948671.1	553
cds-WP_010883824.1	cds-WP_012614973.1	140
cds-WP_010883824.1	cds-WP_231001455.1	206
cds-WP_010883824.1	cds-BB_RS07430	325
cds-WP_010883824.1	cds-WP_010890270.1	167
cds-WP_010883824.1	cds-WP_231001444.1	47
cds-WP_010883824.1	cds-WP_012665263.1	137
cds-WP_010883824.1	cds-WP_010890604.1	95
cds-WP_010883824.1	cds-WP_010890314.1	56
cds-WP_010883824.1	cds-WP_044283669.1	25
cds-WP_010883792.1	cds-BB_RS07130	572
cds-WP_010883792.1	cds-WP_020948671.1	556
cds-WP_010883792.1	cds-WP_012614973.1	140
cds-WP_010883792.1	cds-WP_231001455.1	206
cds-WP_010883792.1	cds-BB_RS07430	328
cds-WP_010883792.1	cds-WP_010890270.1	167
cds-WP_010883792.1	cds-WP_231001444.1	47
cds-WP_010883792.1	cds-WP_012665263.1	137
cds-WP_010883792.1	cds-WP_010890604.1	98
cds-WP_010883792.1	cds-WP_010890314.1	59
cds-WP_010883792.1	cds-WP_044283669.1	28
cds-BB_RS07130	cds-WP_020948671.1	558
cds-BB_RS07130	cds-WP_012614973.1	140
cds-BB_RS07130	cds-WP_231001455.1	206
cds-BB_RS07130	cds-BB_RS07430	330
cds-BB_RS07130	cds-WP_010890270.1	167
cds-BB_RS07130	cds-WP_231001444.1	47
cds-BB_RS07130	cds-WP_012665263.1	137
cds-BB_RS07130	cds-WP_010890604.1	100
cds-BB_RS07130	cds-WP_010890314.1	61
cds-BB_RS07130	cds-WP_044283669.1	30
cds-WP_020948671.1	cds-WP_012614973.1	140
cds-WP_020948671.1	cds-WP_231001455.1	206
cds-WP_020948671.1	cds-BB_RS07430	463
cds-WP_020948671.1	cds-WP_010890270.1	167
cds-WP_020948671.1	cds-WP_231001444.1	47
cds-WP_020948671.1	cds-WP_012665263.1	137
cds-WP_020948671.1	cds-WP_010890604.1	524
cds-WP_020948671.1	cds-WP_010890314.1	1296
cds-WP_020948671.1	cds-WP_044283669.1	392
cds-WP_020948671.1	cds-WP_002658423.1-3	959
cds-WP_020948671.1	cds-WP_002658423.1	959
cds-WP_020948671.1	cds-WP_002658423.1-2	959
cds-WP_020948671.1	cds-WP_002658423.1-4	959
cds-WP_020948671.1	cds-WP_010883814.1	959
cds-WP_020948671.1	cds-WP_010883774.1	959
cds-WP_020948671.1	cds-BB_RS07135	963
cds-WP_020948671.1	cds-WP_231033839.1	155
cds-WP_020948671.1	cds-WP_010258204.1	347
cds-WP_020948671.1	cds-WP_012666107.1	908
cds-WP_020948671.1	cds-BB_RS07435	599
cds-WP_020948671.1	cds-WP_010883947.1	431
cds-WP_020948671.1	cds-WP_012593119.1	317
cds-WP_020948671.1	cds-WP_044283655.1	497
cds-WP_020948671.1	cds-WP_010890610.1	284
cds-WP_020948671.1	cds-WP_010890357.1	612
cds-WP_020948671.1	cds-WP_010890376.1	473
cds-WP_020948671.1	cds-BB_RS07855	121
cds-WP_020948671.1	cds-BB_RS04425	134
cds-WP_020948671.1	cds-WP_010890588.1	419
cds-WP_020948671.1	cds-WP_002658643.1-3	247
cds-WP_020948671.1	cds-WP_002658643.1	246
cds-WP_020948671.1	cds-WP_002658643.1-2	246
cds-WP_020948671.1	cds-WP_002658643.1-4	246
cds-WP_020948671.1	cds-WP_010883815.1	239
cds-WP_020948671.1	cds-WP_010883775.1	236
cds-WP_020948671.1	cds-WP_010883873.1	230
cds-WP_020948671.1	cds-WP_010890251.1	132
cds-WP_020948671.1	cds-WP_010883908.1	119
cds-WP_020948671.1	cds-WP_010256964.1	60
cds-WP_012614973.1	cds-WP_231001455.1	117
cds-WP_012614973.1	cds-BB_RS07430	107
cds-WP_012614973.1	cds-WP_010890270.1	48
cds-WP_012614973.1	cds-WP_231001444.1	38
cds-WP_231001455.1	cds-BB_RS07430	196
cds-WP_231001455.1	cds-WP_010890270.1	137
cds-WP_231001455.1	cds-WP_231001444.1	47
cds-WP_231001455.1	cds-WP_012665263.1	74
cds-BB_RS07430	cds-WP_010890270.1	167
cds-BB_RS07430	cds-WP_231001444.1	47
cds-BB_RS07430	cds-WP_012665263.1	137
cds-BB_RS07430	cds-WP_010890604.1	233
cds-BB_RS07430	cds-WP_010890314.1	194
cds-BB_RS07430	cds-WP_044283669.1	163
cds-BB_RS07430	cds-WP_002658423.1-3	124
cds-BB_RS07430	cds-WP_002658423.1	123
cds-BB_RS07430	cds-WP_002658423.1-2	123
cds-BB_RS07430	cds-WP_002658423.1-4	123
cds-BB_RS07430	cds-WP_010883814.1	116
cds-BB_RS07430	cds-WP_010883774.1	113
cds-BB_RS07430	cds-BB_RS07135	111
cds-BB_RS07430	cds-WP_231033839.1	59
cds-BB_RS07430	cds-WP_010258204.1	2
cds-WP_010890270.1	cds-WP_231001444.1	47
cds-WP_010890270.1	cds-WP_012665263.1	104
cds-WP_012665263.1	cds-WP_010890604.1	29
cds-WP_010890604.1	cds-WP_010890314.1	485
cds-WP_010890604.1	cds-WP_044283669.1	392
cds-WP_010890604.1	cds-WP_002658423.1-3	415
cds-WP_010890604.1	cds-WP_002658423.1	414
cds-WP_010890604.1	cds-WP_002658423.1-2	414
cds-WP_010890604.1	cds-WP_002658423.1-4	414
cds-WP_010890604.1	cds-WP_010883814.1	407
cds-WP_010890604.1	cds-WP_010883774.1	404
cds-WP_010890604.1	cds-BB_RS07135	402
cds-WP_010890604.1	cds-WP_231033839.1	155
cds-WP_010890604.1	cds-WP_010258204.1	293
cds-WP_010890604.1	cds-WP_012666107.1	97
cds-WP_010890314.1	cds-WP_044283669.1	392
cds-WP_010890314.1	cds-WP_002658423.1-3	959
cds-WP_010890314.1	cds-WP_002658423.1	959
cds-WP_010890314.1	cds-WP_002658423.1-2	959
cds-WP_010890314.1	cds-WP_002658423.1-4	959
cds-WP_010890314.1	cds-WP_010883814.1	959
cds-WP_010890314.1	cds-WP_010883774.1	959
cds-WP_010890314.1	cds-BB_RS07135	963
cds-WP_010890314.1	cds-WP_231033839.1	155
cds-WP_010890314.1	cds-WP_010258204.1	347
cds-WP_010890314.1	cds-WP_012666107.1	1088
cds-WP_010890314.1	cds-BB_RS07435	599
cds-WP_010890314.1	cds-WP_010883947.1	431
cds-WP_010890314.1	cds-WP_012593119.1	317
cds-WP_010890314.1	cds-WP_044283655.1	497
cds-WP_010890314.1	cds-WP_010890610.1	284
cds-WP_010890314.1	cds-WP_010890357.1	920
cds-WP_010890314.1	cds-WP_010890376.1	473
cds-WP_010890314.1	cds-BB_RS07855	121
cds-WP_010890314.1	cds-BB_RS04425	134
cds-WP_010890314.1	cds-WP_010890588.1	1097
cds-WP_010890314.1	cds-WP_002658643.1-3	455
cds-WP_010890314.1	cds-WP_002658643.1	455
cds-WP_010890314.1	cds-WP_002658643.1-2	455
cds-WP_010890314.1	cds-WP_002658643.1-4	455
cds-WP_010890314.1	cds-WP_010883815.1	455
cds-WP_010890314.1	cds-WP_010883775.1	455
cds-WP_010890314.1	cds-WP_010883873.1	455
cds-WP_010890314.1	cds-WP_010890251.1	683
cds-WP_010890314.1	cds-WP_010883908.1	761
cds-WP_010890314.1	cds-WP_010256964.1	218
cds-WP_010890314.1	cds-WP_010889658.1	1055
cds-WP_010890314.1	cds-WP_010890343.1	752
cds-WP_010890314.1	cds-WP_010890377.1	335
cds-WP_010890314.1	cds-WP_010890284.1	572
cds-WP_010890314.1	cds-WP_002658726.1-2	383
cds-WP_010890314.1	cds-WP_002658662.1	383
cds-WP_010890314.1	cds-WP_002658662.1-2	383
cds-WP_010890314.1	cds-WP_002658662.1-3	383
cds-WP_010890314.1	cds-WP_002658726.1	383
cds-WP_010890314.1	cds-WP_010256287.1	383
cds-WP_010890314.1	cds-WP_010256287.1-2	383
cds-WP_010890314.1	cds-WP_231033865.1	107
cds-WP_010890314.1	cds-WP_010258108.1	872
cds-WP_010890314.1	cds-WP_010883839.1	389
cds-WP_010890314.1	cds-WP_002658432.1	389
cds-WP_010890314.1	cds-WP_002658432.1-2	389
cds-WP_010890314.1	cds-WP_002658432.1-4	389
cds-WP_010890314.1	cds-WP_002658723.1	389
cds-WP_010890314.1	cds-WP_002658432.1-3	389
cds-WP_010890314.1	cds-WP_002658432.1-5	389
cds-WP_010890314.1	cds-WP_010883909.1	536
cds-WP_010890314.1	cds-WP_010890252.1	578
cds-WP_010890314.1	cds-WP_012686628.1	629
cds-WP_010890314.1	cds-WP_010890285.1	767
cds-WP_010890314.1	cds-BB_RS05740	587
cds-WP_010890314.1	cds-WP_010890353.1	773
cds-WP_010890314.1	cds-WP_002658721.1	569
cds-WP_010890314.1	cds-WP_010883726.1	566
cds-WP_010890314.1	cds-WP_002658435.1	566
cds-WP_010890314.1	cds-WP_010883726.1-2	566
cds-WP_010890314.1	cds-WP_010883816.1	569
cds-WP_010890314.1	cds-WP_010883776.1	566
cds-WP_010890314.1	cds-WP_010883874.1	566
cds-WP_010890314.1	cds-WP_010890606.1	527
cds-WP_010890314.1	cds-WP_002658381.1	1088
cds-WP_010890314.1	cds-BB_RS07450	257
cds-WP_010890314.1	cds-WP_257730679.1	410
cds-WP_010890314.1	cds-WP_012665953.1	209
cds-WP_010890314.1	cds-WP_010258110.1	626
cds-WP_010890314.1	cds-BB_RS07455	221
cds-WP_010890314.1	cds-WP_014540418.1	749
cds-WP_010890314.1	cds-WP_010890596.1	1037
cds-WP_010890314.1	cds-WP_044283697.1	953
cds-WP_010890314.1	cds-WP_010883744.1	1027
cds-WP_010890314.1	cds-WP_010883744.1-2	1027
cds-WP_010890314.1	cds-WP_010883744.1-3	1027
cds-WP_010890314.1	cds-WP_010883854.1	1025
cds-WP_010890314.1	cds-WP_010883793.1	1017
cds-WP_010890314.1	cds-WP_010883825.1	1017
cds-WP_010890314.1	cds-BB_RS07160	1011
cds-WP_010890314.1	cds-WP_010890286.1	551
cds-WP_010890314.1	cds-WP_014540495.1	179
cds-WP_010890314.1	cds-WP_010883929.1	575
cds-WP_010890314.1	cds-WP_010890262.1	830
cds-WP_010890314.1	cds-WP_010258297.1	754
cds-WP_010890314.1	cds-WP_010890325.1	545
cds-WP_010890314.1	cds-WP_010258113.1	519
cds-WP_010890314.1	cds-WP_012686512.1	206
cds-WP_010890314.1	cds-WP_044283619.1	393
cds-WP_010890314.1	cds-WP_044283657.1	374
cds-WP_010890314.1	cds-WP_010883814.1-2	295
cds-WP_010890314.1	cds-WP_002658378.1	270
cds-WP_010890314.1	cds-WP_044283648.1	245
cds-WP_044283669.1	cds-WP_002658423.1-3	353
cds-WP_044283669.1	cds-WP_002658423.1	352
cds-WP_044283669.1	cds-WP_002658423.1-2	352
cds-WP_044283669.1	cds-WP_002658423.1-4	352
cds-WP_044283669.1	cds-WP_010883814.1	345
cds-WP_044283669.1	cds-WP_010883774.1	342
cds-WP_044283669.1	cds-BB_RS07135	340
cds-WP_044283669.1	cds-WP_231033839.1	155
cds-WP_044283669.1	cds-WP_010258204.1	231
cds-WP_044283669.1	cds-WP_012666107.1	35
cds-WP_002658423.1-3	cds-WP_002658423.1	958
cds-WP_002658423.1-3	cds-WP_002658423.1-2	958
cds-WP_002658423.1-3	cds-WP_002658423.1-4	958
cds-WP_002658423.1-3	cds-WP_010883814.1	951
cds-WP_002658423.1-3	cds-WP_010883774.1	948
cds-WP_002658423.1-3	cds-BB_RS07135	946
cds-WP_002658423.1-3	cds-WP_231033839.1	155
cds-WP_002658423.1-3	cds-WP_010258204.1	347
cds-WP_002658423.1-3	cds-WP_012666107.1	641
cds-WP_002658423.1-3	cds-BB_RS07435	534
cds-WP_002658423.1-3	cds-WP_010883947.1	431
cds-WP_002658423.1-3	cds-WP_012593119.1	317
cds-WP_002658423.1-3	cds-WP_044283655.1	433
cds-WP_002658423.1-3	cds-WP_010890610.1	284
cds-WP_002658423.1-3	cds-WP_010890357.1	345
cds-WP_002658423.1-3	cds-WP_010890376.1	254
cds-WP_002658423.1-3	cds-BB_RS07855	121
cds-WP_002658423.1-3	cds-BB_RS04425	134
cds-WP_002658423.1-3	cds-WP_010890588.1	152
cds-WP_002658423.1	cds-WP_002658423.1-2	959
cds-WP_002658423.1	cds-WP_002658423.1-4	959
cds-WP_002658423.1	cds-WP_010883814.1	952
cds-WP_002658423.1	cds-WP_010883774.1	949
cds-WP_002658423.1	cds-BB_RS07135	947
cds-WP_002658423.1	cds-WP_231033839.1	155
cds-WP_002658423.1	cds-WP_010258204.1	347
cds-WP_002658423.1	cds-WP_012666107.1	642
cds-WP_002658423.1	cds-BB_RS07435	535
cds-WP_002658423.1	cds-WP_010883947.1	431
cds-WP_002658423.1	cds-WP_012593119.1	317
cds-WP_002658423.1	cds-WP_044283655.1	434
cds-WP_002658423.1	cds-WP_010890610.1	284
cds-WP_002658423.1	cds-WP_010890357.1	346
cds-WP_002658423.1	cds-WP_010890376.1	255
cds-WP_002658423.1	cds-BB_RS07855	121
cds-WP_002658423.1	cds-BB_RS04425	134
cds-WP_002658423.1	cds-WP_010890588.1	153
cds-WP_002658423.1-2	cds-WP_002658423.1-4	959
cds-WP_002658423.1-2	cds-WP_010883814.1	952
cds-WP_002658423.1-2	cds-WP_010883774.1	949
cds-WP_002658423.1-2	cds-BB_RS07135	947
cds-WP_002658423.1-2	cds-WP_231033839.1	155
cds-WP_002658423.1-2	cds-WP_010258204.1	347
cds-WP_002658423.1-2	cds-WP_012666107.1	642
cds-WP_002658423.1-2	cds-BB_RS07435	535
cds-WP_002658423.1-2	cds-WP_010883947.1	431
cds-WP_002658423.1-2	cds-WP_012593119.1	317
cds-WP_002658423.1-2	cds-WP_044283655.1	434
cds-WP_002658423.1-2	cds-WP_010890610.1	284
cds-WP_002658423.1-2	cds-WP_010890357.1	346
cds-WP_002658423.1-2	cds-WP_010890376.1	255
cds-WP_002658423.1-2	cds-BB_RS07855	121
cds-WP_002658423.1-2	cds-BB_RS04425	134
cds-WP_002658423.1-2	cds-WP_010890588.1	153
